Mon_Year,Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
Jan-2014,1/25/2014,0,0,0,0,0
Jan-2014,1/25/2014,4,0,1,3,0
Jan-2014,1/25/2014,24,4,11,7,2
Jan-2014,1/25/2014,71,19,14,27,11
Jan-2014,1/25/2014,73,15,21,20,17
Jan-2014,1/25/2014,123,23,21,51,28
Jan-2014,1/25/2014,131,20,26,50,35
Jan-2014,1/25/2014,220,30,21,95,74
Jan-2014,1/25/2014,212,21,18,97,76
Jan-2014,1/25/2014,213,19,17,86,91
Jan-2014,1/25/2014,229,22,34,66,107
Jan-2014,1/25/2014,170,19,19,54,78
Jan-2014,1/25/2014,67,10,6,13,38
Jan-2014,1/25/2014,18,1,1,5,11
Jan-2014,1/25/2014,7,2,0,2,3
Jan-2014,1/25/2014,0,0,0,0,0
Jan-2014,1/25/2014,2,0,2,0,0
Jan-2014,1/25/2014,2,1,0,0,1
Jan-2014,1/25/2014,0,0,0,0,0
Jan-2014,1/26/2014,0,0,0,0,0
Jan-2014,1/26/2014,0,0,0,0,0
Jan-2014,1/26/2014,1,0,0,0,1
Jan-2014,1/26/2014,0,0,0,0,0
Jan-2014,1/26/2014,2,0,0,0,2
Jan-2014,1/26/2014,5,0,1,1,3
Jan-2014,1/26/2014,7,2,2,3,0
Jan-2014,1/26/2014,13,2,2,5,4
Jan-2014,1/26/2014,47,11,18,12,6
Jan-2014,1/26/2014,84,21,16,26,21
Jan-2014,1/26/2014,110,18,22,40,30
Jan-2014,1/26/2014,178,36,27,60,55
Jan-2014,1/26/2014,187,24,29,73,61
Jan-2014,1/26/2014,218,24,17,83,94
Jan-2014,1/26/2014,273,48,39,95,91
Jan-2014,1/26/2014,264,28,27,115,94
Jan-2014,1/26/2014,151,24,19,45,63
Jan-2014,1/26/2014,55,10,6,6,33
Jan-2014,1/26/2014,17,2,2,0,13
Jan-2014,1/26/2014,7,2,1,2,2
Jan-2014,1/26/2014,6,3,1,0,2
Jan-2014,1/26/2014,3,1,1,0,1
Jan-2014,1/26/2014,2,1,0,1,0
Jan-2014,1/26/2014,2,0,0,2,0
Jan-2014,1/27/2014,1,0,0,0,1
Jan-2014,1/27/2014,0,0,0,0,0
Jan-2014,1/27/2014,2,1,0,0,1
Jan-2014,1/27/2014,0,0,0,0,0
Jan-2014,1/27/2014,5,1,0,0,4
Jan-2014,1/27/2014,10,0,0,0,10
Jan-2014,1/27/2014,24,6,2,2,14
Jan-2014,1/27/2014,46,3,4,7,32
Jan-2014,1/27/2014,55,8,5,7,35
Jan-2014,1/27/2014,51,10,8,17,16
Jan-2014,1/27/2014,46,12,7,0,27
Jan-2014,1/27/2014,34,8,7,7,12
Jan-2014,1/27/2014,35,11,7,11,6
Jan-2014,1/27/2014,48,7,11,15,15
Jan-2014,1/27/2014,62,11,9,21,21
Jan-2014,1/27/2014,55,11,7,21,16
Jan-2014,1/27/2014,84,10,11,43,20
Jan-2014,1/27/2014,92,7,8,51,26
Jan-2014,1/27/2014,45,1,3,34,7
Jan-2014,1/27/2014,16,0,2,13,1
Jan-2014,1/27/2014,11,1,3,5,2
Jan-2014,1/27/2014,6,2,1,2,1
Jan-2014,1/27/2014,1,0,0,0,1
Jan-2014,1/27/2014,1,0,0,0,1
Jan-2014,1/28/2014,0,0,0,0,0
Jan-2014,1/28/2014,1,0,0,1,0
Jan-2014,1/28/2014,0,0,0,0,0
Jan-2014,1/28/2014,1,0,0,0,1
Jan-2014,1/28/2014,3,0,0,0,3
Jan-2014,1/28/2014,9,0,0,0,9
Jan-2014,1/28/2014,27,2,3,5,17
Jan-2014,1/28/2014,63,11,5,4,43
Jan-2014,1/28/2014,67,12,11,12,32
Jan-2014,1/28/2014,55,6,10,16,23
Jan-2014,1/28/2014,44,11,10,6,17
Jan-2014,1/28/2014,35,8,6,7,14
Jan-2014,1/28/2014,45,12,10,11,12
Jan-2014,1/28/2014,30,7,3,9,11
Jan-2014,1/28/2014,35,11,5,14,5
Jan-2014,1/28/2014,43,10,8,17,8
Jan-2014,1/28/2014,92,14,18,42,18
Jan-2014,1/28/2014,89,9,12,54,14
Jan-2014,1/28/2014,45,5,6,23,11
Jan-2014,1/28/2014,20,1,1,17,1
Jan-2014,1/28/2014,13,1,1,10,1
Jan-2014,1/28/2014,8,0,0,4,4
Jan-2014,1/28/2014,1,0,0,1,0
Jan-2014,1/28/2014,0,0,0,0,0
Jan-2014,1/29/2014,0,0,0,0,0
Jan-2014,1/29/2014,1,0,0,1,0
Jan-2014,1/29/2014,1,0,0,1,0
Jan-2014,1/29/2014,0,0,0,0,0
Jan-2014,1/29/2014,2,0,0,0,2
Jan-2014,1/29/2014,10,0,0,0,10
Jan-2014,1/29/2014,21,3,3,3,12
Jan-2014,1/29/2014,45,5,3,3,34
Jan-2014,1/29/2014,57,11,7,7,32
Jan-2014,1/29/2014,39,9,6,6,18
Jan-2014,1/29/2014,27,6,10,5,6
Jan-2014,1/29/2014,27,10,9,4,4
Jan-2014,1/29/2014,19,7,4,6,2
Jan-2014,1/29/2014,9,3,2,3,1
Jan-2014,1/29/2014,20,2,4,9,5
Jan-2014,1/29/2014,36,7,8,11,10
Jan-2014,1/29/2014,50,7,6,29,8
Jan-2014,1/29/2014,65,4,5,42,14
Jan-2014,1/29/2014,37,3,3,26,5
Jan-2014,1/29/2014,17,3,3,9,2
Jan-2014,1/29/2014,9,1,2,4,2
Jan-2014,1/29/2014,10,2,0,6,2
Jan-2014,1/29/2014,5,2,1,1,1
Jan-2014,1/29/2014,0,0,0,0,0
Jan-2014,1/30/2014,0,0,0,0,0
Jan-2014,1/30/2014,0,0,0,0,0
Jan-2014,1/30/2014,2,0,0,1,1
Jan-2014,1/30/2014,0,0,0,0,0
Jan-2014,1/30/2014,3,0,0,0,3
Jan-2014,1/30/2014,7,1,1,0,5
Jan-2014,1/30/2014,21,2,1,4,14
Jan-2014,1/30/2014,49,6,9,3,31
Jan-2014,1/30/2014,62,8,7,15,32
Jan-2014,1/30/2014,49,10,8,7,24
Jan-2014,1/30/2014,47,9,15,9,14
Jan-2014,1/30/2014,32,9,4,6,13
Jan-2014,1/30/2014,39,8,9,12,10
Jan-2014,1/30/2014,34,6,8,13,7
Jan-2014,1/30/2014,47,12,7,16,12
Jan-2014,1/30/2014,49,13,9,14,13
Jan-2014,1/30/2014,68,10,13,34,11
Jan-2014,1/30/2014,76,10,6,43,17
Jan-2014,1/30/2014,43,2,3,26,12
Jan-2014,1/30/2014,11,0,3,7,1
Jan-2014,1/30/2014,7,0,0,6,1
Jan-2014,1/30/2014,10,1,1,6,2
Jan-2014,1/30/2014,5,0,1,2,2
Jan-2014,1/30/2014,2,1,0,0,1
Jan-2014,1/31/2014,0,0,0,0,0
Jan-2014,1/31/2014,2,0,0,2,0
Jan-2014,1/31/2014,1,0,0,0,1
Jan-2014,1/31/2014,0,0,0,0,0
Jan-2014,1/31/2014,4,1,0,1,2
Jan-2014,1/31/2014,8,0,0,1,7
Jan-2014,1/31/2014,27,3,4,5,15
Jan-2014,1/31/2014,38,4,4,3,27
Jan-2014,1/31/2014,47,11,7,7,22
Jan-2014,1/31/2014,40,6,7,7,20
Jan-2014,1/31/2014,39,10,7,9,13
Jan-2014,1/31/2014,42,10,9,8,15
Jan-2014,1/31/2014,34,8,2,16,8
Jan-2014,1/31/2014,34,9,6,9,10
Jan-2014,1/31/2014,48,11,12,18,7
Jan-2014,1/31/2014,58,12,11,19,16
Jan-2014,1/31/2014,80,13,10,41,16
Jan-2014,1/31/2014,71,11,11,33,16
Jan-2014,1/31/2014,45,2,8,21,14
Jan-2014,1/31/2014,19,2,4,10,3
Jan-2014,1/31/2014,16,0,5,8,3
Jan-2014,1/31/2014,5,2,0,3,0
Jan-2014,1/31/2014,2,0,0,1,1
Jan-2014,1/31/2014,2,0,0,2,0
Feb-2014,2/1/2014,0,0,0,0,0
Feb-2014,2/1/2014,0,0,0,0,0
Feb-2014,2/1/2014,1,0,0,0,1
Feb-2014,2/1/2014,0,0,0,0,0
Feb-2014,2/1/2014,1,0,0,0,1
Feb-2014,2/1/2014,5,0,0,3,2
Feb-2014,2/1/2014,7,1,1,2,3
Feb-2014,2/1/2014,11,3,4,3,1
Feb-2014,2/1/2014,83,15,24,29,15
Feb-2014,2/1/2014,89,30,17,21,21
Feb-2014,2/1/2014,160,39,37,55,29
Feb-2014,2/1/2014,143,22,24,41,56
Feb-2014,2/1/2014,159,21,31,69,38
Feb-2014,2/1/2014,140,24,17,40,59
Feb-2014,2/1/2014,140,12,18,54,56
Feb-2014,2/1/2014,110,18,21,32,39
Feb-2014,2/1/2014,92,19,14,31,28
Feb-2014,2/1/2014,40,12,10,3,15
Feb-2014,2/1/2014,18,5,4,2,7
Feb-2014,2/1/2014,5,3,1,0,1
Feb-2014,2/1/2014,4,0,1,2,1
Feb-2014,2/1/2014,0,0,0,0,0
Feb-2014,2/1/2014,2,0,1,0,1
Feb-2014,2/1/2014,2,1,1,0,0
Feb-2014,2/2/2014,0,0,0,0,0
Feb-2014,2/2/2014,0,0,0,0,0
Feb-2014,2/2/2014,2,0,0,0,2
Feb-2014,2/2/2014,0,0,0,0,0
Feb-2014,2/2/2014,1,0,0,1,0
Feb-2014,2/2/2014,2,0,0,0,2
Feb-2014,2/2/2014,5,0,0,5,0
Feb-2014,2/2/2014,8,0,4,2,2
Feb-2014,2/2/2014,48,12,11,17,8
Feb-2014,2/2/2014,115,43,22,22,28
Feb-2014,2/2/2014,138,43,30,40,25
Feb-2014,2/2/2014,196,45,54,43,54
Feb-2014,2/2/2014,178,39,34,64,41
Feb-2014,2/2/2014,151,30,24,59,38
Feb-2014,2/2/2014,161,23,28,37,73
Feb-2014,2/2/2014,74,17,7,21,29
Feb-2014,2/2/2014,38,8,3,10,17
Feb-2014,2/2/2014,16,2,5,1,8
Feb-2014,2/2/2014,4,1,1,1,1
Feb-2014,2/2/2014,7,0,0,3,4
Feb-2014,2/2/2014,3,0,0,1,2
Feb-2014,2/2/2014,7,1,1,3,2
Feb-2014,2/2/2014,5,2,0,1,2
Feb-2014,2/2/2014,0,0,0,0,0
Feb-2014,2/3/2014,0,0,0,0,0
Feb-2014,2/3/2014,1,0,0,0,1
Feb-2014,2/3/2014,1,0,0,0,1
Feb-2014,2/3/2014,0,0,0,0,0
Feb-2014,2/3/2014,1,0,0,0,1
Feb-2014,2/3/2014,7,0,0,0,7
Feb-2014,2/3/2014,21,4,6,2,9
Feb-2014,2/3/2014,45,6,4,4,31
Feb-2014,2/3/2014,56,5,4,9,38
Feb-2014,2/3/2014,50,8,7,15,20
Feb-2014,2/3/2014,47,8,10,5,24
Feb-2014,2/3/2014,44,12,12,10,10
Feb-2014,2/3/2014,44,16,13,10,5
Feb-2014,2/3/2014,43,7,12,15,9
Feb-2014,2/3/2014,40,4,4,16,16
Feb-2014,2/3/2014,60,14,14,17,15
Feb-2014,2/3/2014,72,14,13,28,17
Feb-2014,2/3/2014,85,9,5,44,27
Feb-2014,2/3/2014,51,3,6,35,7
Feb-2014,2/3/2014,17,2,5,6,4
Feb-2014,2/3/2014,8,2,2,2,2
Feb-2014,2/3/2014,6,0,1,3,2
Feb-2014,2/3/2014,3,0,1,0,2
Feb-2014,2/3/2014,2,1,0,0,1
Feb-2014,2/4/2014,0,0,0,0,0
Feb-2014,2/4/2014,0,0,0,0,0
Feb-2014,2/4/2014,2,0,0,1,1
Feb-2014,2/4/2014,0,0,0,0,0
Feb-2014,2/4/2014,4,0,0,0,4
Feb-2014,2/4/2014,10,0,2,0,8
Feb-2014,2/4/2014,25,4,4,2,15
Feb-2014,2/4/2014,34,4,3,4,23
Feb-2014,2/4/2014,62,10,9,12,31
Feb-2014,2/4/2014,39,5,8,8,18
Feb-2014,2/4/2014,34,7,5,9,13
Feb-2014,2/4/2014,20,6,4,2,8
Feb-2014,2/4/2014,31,5,6,12,8
Feb-2014,2/4/2014,51,16,15,9,11
Feb-2014,2/4/2014,36,7,7,16,6
Feb-2014,2/4/2014,64,14,13,18,19
Feb-2014,2/4/2014,90,15,21,39,15
Feb-2014,2/4/2014,92,13,9,52,18
Feb-2014,2/4/2014,41,2,1,27,11
Feb-2014,2/4/2014,19,3,3,10,3
Feb-2014,2/4/2014,10,1,2,5,2
Feb-2014,2/4/2014,6,1,0,5,0
Feb-2014,2/4/2014,5,0,1,2,2
Feb-2014,2/4/2014,3,2,1,0,0
Feb-2014,2/5/2014,0,0,0,0,0
Feb-2014,2/5/2014,1,0,0,1,0
Feb-2014,2/5/2014,0,0,0,0,0
Feb-2014,2/5/2014,0,0,0,0,0
Feb-2014,2/5/2014,2,0,0,1,1
Feb-2014,2/5/2014,14,0,12,0,2
Feb-2014,2/5/2014,36,18,4,2,12
Feb-2014,2/5/2014,28,6,2,1,19
Feb-2014,2/5/2014,45,4,7,9,25
Feb-2014,2/5/2014,41,10,7,6,18
Feb-2014,2/5/2014,25,11,5,2,7
Feb-2014,2/5/2014,18,3,1,5,9
Feb-2014,2/5/2014,20,6,5,2,7
Feb-2014,2/5/2014,21,4,4,10,3
Feb-2014,2/5/2014,33,10,8,10,5
Feb-2014,2/5/2014,36,8,10,11,7
Feb-2014,2/5/2014,53,12,11,22,8
Feb-2014,2/5/2014,56,9,4,31,12
Feb-2014,2/5/2014,28,1,6,16,5
Feb-2014,2/5/2014,11,1,1,7,2
Feb-2014,2/5/2014,8,2,2,3,1
Feb-2014,2/5/2014,3,2,0,1,0
Feb-2014,2/5/2014,2,1,1,0,0
Feb-2014,2/5/2014,1,0,0,1,0
Feb-2014,2/6/2014,0,0,0,0,0
Feb-2014,2/6/2014,2,0,0,2,0
Feb-2014,2/6/2014,0,0,0,0,0
Feb-2014,2/6/2014,2,1,0,1,0
Feb-2014,2/6/2014,3,0,0,0,3
Feb-2014,2/6/2014,3,0,0,0,3
Feb-2014,2/6/2014,18,2,4,4,8
Feb-2014,2/6/2014,33,6,7,4,16
Feb-2014,2/6/2014,29,7,7,3,12
Feb-2014,2/6/2014,34,11,8,3,12
Feb-2014,2/6/2014,23,1,7,5,10
Feb-2014,2/6/2014,21,9,5,4,3
Feb-2014,2/6/2014,24,6,6,6,6
Feb-2014,2/6/2014,27,3,7,11,6
Feb-2014,2/6/2014,27,5,7,10,5
Feb-2014,2/6/2014,17,5,4,4,4
Feb-2014,2/6/2014,53,13,14,21,5
Feb-2014,2/6/2014,36,6,3,20,7
Feb-2014,2/6/2014,22,0,1,16,5
Feb-2014,2/6/2014,19,3,6,6,4
Feb-2014,2/6/2014,10,1,1,5,3
Feb-2014,2/6/2014,3,0,0,3,0
Feb-2014,2/6/2014,2,0,0,1,1
Feb-2014,2/6/2014,0,0,0,0,0
Feb-2014,2/7/2014,0,0,0,0,0
Feb-2014,2/7/2014,0,0,0,0,0
Feb-2014,2/7/2014,2,0,0,1,1
Feb-2014,2/7/2014,0,0,0,0,0
Feb-2014,2/7/2014,1,0,0,0,1
Feb-2014,2/7/2014,3,0,0,0,3
Feb-2014,2/7/2014,21,5,4,4,8
Feb-2014,2/7/2014,18,6,3,2,7
Feb-2014,2/7/2014,32,7,5,2,18
Feb-2014,2/7/2014,24,7,2,2,13
Feb-2014,2/7/2014,22,6,5,4,7
Feb-2014,2/7/2014,37,13,14,4,6
Feb-2014,2/7/2014,31,11,6,6,8
Feb-2014,2/7/2014,30,7,7,10,6
Feb-2014,2/7/2014,41,10,9,10,12
Feb-2014,2/7/2014,43,8,11,13,11
Feb-2014,2/7/2014,45,9,12,18,6
Feb-2014,2/7/2014,47,4,6,22,15
Feb-2014,2/7/2014,16,1,0,12,3
Feb-2014,2/7/2014,8,2,0,4,2
Feb-2014,2/7/2014,9,2,3,4,0
Feb-2014,2/7/2014,2,0,0,2,0
Feb-2014,2/7/2014,2,0,1,1,0
Feb-2014,2/7/2014,1,0,0,1,0
Feb-2014,2/8/2014,0,0,0,0,0
Feb-2014,2/8/2014,0,0,0,0,0
Feb-2014,2/8/2014,1,0,0,0,1
Feb-2014,2/8/2014,0,0,0,0,0
Feb-2014,2/8/2014,0,0,0,0,0
Feb-2014,2/8/2014,3,1,2,0,0
Feb-2014,2/8/2014,2,1,0,0,1
Feb-2014,2/8/2014,12,3,6,0,3
Feb-2014,2/8/2014,35,11,9,9,6
Feb-2014,2/8/2014,77,28,26,10,13
Feb-2014,2/8/2014,82,20,21,26,15
Feb-2014,2/8/2014,107,31,33,26,17
Feb-2014,2/8/2014,111,21,20,44,26
Feb-2014,2/8/2014,125,19,19,40,47
Feb-2014,2/8/2014,105,17,14,37,37
Feb-2014,2/8/2014,104,15,22,22,45
Feb-2014,2/8/2014,68,16,14,18,20
Feb-2014,2/8/2014,37,12,5,8,12
Feb-2014,2/8/2014,14,3,1,6,4
Feb-2014,2/8/2014,10,3,3,2,2
Feb-2014,2/8/2014,4,1,2,0,1
Feb-2014,2/8/2014,9,4,5,0,0
Feb-2014,2/8/2014,0,0,0,0,0
Feb-2014,2/8/2014,0,0,0,0,0
Feb-2014,2/9/2014,2,0,2,0,0
Feb-2014,2/9/2014,0,0,0,0,0
Feb-2014,2/9/2014,0,0,0,0,0
Feb-2014,2/9/2014,1,1,0,0,0
Feb-2014,2/9/2014,0,0,0,0,0
Feb-2014,2/9/2014,1,0,0,0,1
Feb-2014,2/9/2014,2,1,0,0,1
Feb-2014,2/9/2014,4,2,2,0,0
Feb-2014,2/9/2014,13,6,6,0,1
Feb-2014,2/9/2014,25,11,14,0,0
Feb-2014,2/9/2014,31,15,16,0,0
Feb-2014,2/9/2014,31,11,20,0,0
Feb-2014,2/9/2014,26,14,11,1,0
Feb-2014,2/9/2014,15,9,4,1,1
Feb-2014,2/9/2014,27,9,17,0,1
Feb-2014,2/9/2014,36,20,13,2,1
Feb-2014,2/9/2014,25,12,12,0,1
Feb-2014,2/9/2014,11,6,5,0,0
Feb-2014,2/9/2014,7,3,3,1,0
Feb-2014,2/9/2014,7,3,3,1,0
Feb-2014,2/9/2014,3,1,0,2,0
Feb-2014,2/9/2014,0,0,0,0,0
Feb-2014,2/9/2014,0,0,0,0,0
Feb-2014,2/9/2014,0,0,0,0,0
Feb-2014,2/10/2014,0,0,0,0,0
Feb-2014,2/10/2014,1,0,0,1,0
Feb-2014,2/10/2014,1,0,0,0,1
Feb-2014,2/10/2014,0,0,0,0,0
Feb-2014,2/10/2014,0,0,0,0,0
Feb-2014,2/10/2014,4,0,0,0,4
Feb-2014,2/10/2014,6,1,1,0,4
Feb-2014,2/10/2014,18,3,4,0,11
Feb-2014,2/10/2014,32,8,5,2,17
Feb-2014,2/10/2014,27,5,4,4,14
Feb-2014,2/10/2014,10,3,2,1,4
Feb-2014,2/10/2014,18,8,5,3,2
Feb-2014,2/10/2014,32,7,14,5,6
Feb-2014,2/10/2014,30,10,6,8,6
Feb-2014,2/10/2014,28,4,6,8,10
Feb-2014,2/10/2014,34,9,15,3,7
Feb-2014,2/10/2014,55,13,17,16,9
Feb-2014,2/10/2014,55,8,5,32,10
Feb-2014,2/10/2014,36,2,4,21,9
Feb-2014,2/10/2014,10,1,3,3,3
Feb-2014,2/10/2014,5,0,1,3,1
Feb-2014,2/10/2014,2,0,0,2,0
Feb-2014,2/10/2014,1,0,0,0,1
Feb-2014,2/10/2014,0,0,0,0,0
Feb-2014,2/11/2014,0,0,0,0,0
Feb-2014,2/11/2014,1,0,0,1,0
Feb-2014,2/11/2014,1,0,0,0,1
Feb-2014,2/11/2014,0,0,0,0,0
Feb-2014,2/11/2014,2,0,0,0,2
Feb-2014,2/11/2014,12,3,1,0,8
Feb-2014,2/11/2014,32,7,4,5,16
Feb-2014,2/11/2014,61,10,7,6,38
Feb-2014,2/11/2014,69,12,10,15,32
Feb-2014,2/11/2014,51,11,9,13,18
Feb-2014,2/11/2014,41,12,12,9,8
Feb-2014,2/11/2014,46,21,9,5,11
Feb-2014,2/11/2014,47,11,12,8,16
Feb-2014,2/11/2014,51,14,7,15,15
Feb-2014,2/11/2014,46,7,11,18,10
Feb-2014,2/11/2014,42,7,7,19,9
Feb-2014,2/11/2014,50,10,14,22,4
Feb-2014,2/11/2014,63,6,7,42,8
Feb-2014,2/11/2014,35,4,2,22,7
Feb-2014,2/11/2014,19,1,1,11,6
Feb-2014,2/11/2014,5,1,0,4,0
Feb-2014,2/11/2014,5,1,1,2,1
Feb-2014,2/11/2014,2,0,0,2,0
Feb-2014,2/11/2014,0,0,0,0,0
Feb-2014,2/12/2014,0,0,0,0,0
Feb-2014,2/12/2014,1,0,0,1,0
Feb-2014,2/12/2014,2,0,0,1,1
Feb-2014,2/12/2014,0,0,0,0,0
Feb-2014,2/12/2014,3,1,0,0,2
Feb-2014,2/12/2014,7,0,0,0,7
Feb-2014,2/12/2014,17,6,7,0,4
Feb-2014,2/12/2014,46,5,5,5,31
Feb-2014,2/12/2014,52,14,6,12,20
Feb-2014,2/12/2014,49,10,7,11,21
Feb-2014,2/12/2014,30,10,6,8,6
Feb-2014,2/12/2014,48,12,16,15,5
Feb-2014,2/12/2014,42,11,13,7,11
Feb-2014,2/12/2014,46,13,6,14,13
Feb-2014,2/12/2014,60,11,11,15,23
Feb-2014,2/12/2014,63,12,9,22,20
Feb-2014,2/12/2014,82,11,17,35,19
Feb-2014,2/12/2014,94,12,9,49,24
Feb-2014,2/12/2014,57,4,6,31,16
Feb-2014,2/12/2014,28,5,4,14,5
Feb-2014,2/12/2014,17,3,4,4,6
Feb-2014,2/12/2014,8,0,2,3,3
Feb-2014,2/12/2014,5,2,1,1,1
Feb-2014,2/12/2014,1,0,0,0,1
Feb-2014,2/13/2014,0,0,0,0,0
Feb-2014,2/13/2014,1,0,0,1,0
Feb-2014,2/13/2014,0,0,0,0,0
Feb-2014,2/13/2014,2,0,0,0,2
Feb-2014,2/13/2014,3,0,0,1,2
Feb-2014,2/13/2014,12,3,2,0,7
Feb-2014,2/13/2014,19,1,2,3,13
Feb-2014,2/13/2014,58,11,8,7,32
Feb-2014,2/13/2014,75,12,8,19,36
Feb-2014,2/13/2014,71,11,16,13,31
Feb-2014,2/13/2014,54,13,12,11,18
Feb-2014,2/13/2014,57,17,15,12,13
Feb-2014,2/13/2014,57,12,12,15,18
Feb-2014,2/13/2014,67,14,10,23,20
Feb-2014,2/13/2014,79,11,13,27,28
Feb-2014,2/13/2014,88,18,12,34,24
Feb-2014,2/13/2014,109,16,21,48,24
Feb-2014,2/13/2014,110,14,14,51,31
Feb-2014,2/13/2014,53,4,6,29,14
Feb-2014,2/13/2014,30,4,4,17,5
Feb-2014,2/13/2014,8,1,2,4,1
Feb-2014,2/13/2014,15,7,1,6,1
Feb-2014,2/13/2014,0,0,0,0,0
Feb-2014,2/13/2014,0,0,0,0,0
Feb-2014,2/14/2014,1,0,0,1,0
Feb-2014,2/14/2014,2,0,0,2,0
Feb-2014,2/14/2014,0,0,0,0,0
Feb-2014,2/14/2014,0,0,0,0,0
Feb-2014,2/14/2014,1,0,0,0,1
Feb-2014,2/14/2014,3,0,0,0,3
Feb-2014,2/14/2014,20,3,5,1,11
Feb-2014,2/14/2014,39,9,8,2,20
Feb-2014,2/14/2014,52,7,8,9,28
Feb-2014,2/14/2014,37,5,4,8,20
Feb-2014,2/14/2014,29,5,5,9,10
Feb-2014,2/14/2014,19,6,6,3,4
Feb-2014,2/14/2014,31,10,9,6,6
Feb-2014,2/14/2014,34,14,12,5,3
Feb-2014,2/14/2014,41,11,9,15,6
Feb-2014,2/14/2014,48,10,9,19,10
Feb-2014,2/14/2014,68,8,15,26,19
Feb-2014,2/14/2014,78,10,12,31,25
Feb-2014,2/14/2014,36,1,3,24,8
Feb-2014,2/14/2014,8,1,1,4,2
Feb-2014,2/14/2014,6,0,1,4,1
Feb-2014,2/14/2014,4,1,1,2,0
Feb-2014,2/14/2014,1,0,0,0,1
Feb-2014,2/14/2014,2,1,1,0,0
Feb-2014,2/15/2014,1,0,1,0,0
Feb-2014,2/15/2014,1,1,0,0,0
Feb-2014,2/15/2014,1,0,0,0,1
Feb-2014,2/15/2014,0,0,0,0,0
Feb-2014,2/15/2014,0,0,0,0,0
Feb-2014,2/15/2014,0,0,0,0,0
Feb-2014,2/15/2014,10,1,3,2,4
Feb-2014,2/15/2014,15,5,7,2,1
Feb-2014,2/15/2014,79,17,24,25,13
Feb-2014,2/15/2014,115,31,34,20,30
Feb-2014,2/15/2014,152,38,36,46,32
Feb-2014,2/15/2014,150,25,25,50,50
Feb-2014,2/15/2014,105,16,23,27,39
Feb-2014,2/15/2014,47,9,2,10,26
Feb-2014,2/15/2014,16,1,2,8,5
Feb-2014,2/15/2014,40,9,9,8,14
Feb-2014,2/15/2014,23,9,7,5,2
Feb-2014,2/15/2014,23,6,11,2,4
Feb-2014,2/15/2014,4,1,1,1,1
Feb-2014,2/15/2014,3,1,2,0,0
Feb-2014,2/15/2014,3,1,0,1,1
Feb-2014,2/15/2014,1,0,0,0,1
Feb-2014,2/15/2014,1,0,0,1,0
Feb-2014,2/15/2014,3,3,0,0,0
Feb-2014,2/16/2014,0,0,0,0,0
Feb-2014,2/16/2014,0,0,0,0,0
Feb-2014,2/16/2014,0,0,0,0,0
Feb-2014,2/16/2014,0,0,0,0,0
Feb-2014,2/16/2014,0,0,0,0,0
Feb-2014,2/16/2014,3,1,0,0,2
Feb-2014,2/16/2014,2,0,0,1,1
Feb-2014,2/16/2014,17,3,6,3,5
Feb-2014,2/16/2014,41,14,11,8,8
Feb-2014,2/16/2014,76,14,26,21,15
Feb-2014,2/16/2014,133,24,32,38,39
Feb-2014,2/16/2014,89,27,15,23,24
Feb-2014,2/16/2014,53,15,10,11,17
Feb-2014,2/16/2014,49,11,9,8,21
Feb-2014,2/16/2014,62,17,11,13,21
Feb-2014,2/16/2014,42,7,13,14,8
Feb-2014,2/16/2014,32,13,9,7,3
Feb-2014,2/16/2014,10,4,1,3,2
Feb-2014,2/16/2014,4,0,0,3,1
Feb-2014,2/16/2014,0,0,0,0,0
Feb-2014,2/16/2014,1,0,0,1,0
Feb-2014,2/16/2014,1,0,0,1,0
Feb-2014,2/16/2014,0,0,0,0,0
Feb-2014,2/16/2014,0,0,0,0,0
Feb-2014,2/17/2014,1,0,0,1,0
Feb-2014,2/17/2014,0,0,0,0,0
Feb-2014,2/17/2014,1,0,0,0,1
Feb-2014,2/17/2014,1,0,0,0,1
Feb-2014,2/17/2014,1,1,0,0,0
Feb-2014,2/17/2014,1,0,0,0,1
Feb-2014,2/17/2014,10,3,1,3,3
Feb-2014,2/17/2014,11,1,2,1,7
Feb-2014,2/17/2014,33,13,11,3,6
Feb-2014,2/17/2014,44,16,18,4,6
Feb-2014,2/17/2014,42,10,10,10,12
Feb-2014,2/17/2014,46,13,15,11,7
Feb-2014,2/17/2014,48,11,15,12,10
Feb-2014,2/17/2014,70,18,12,21,19
Feb-2014,2/17/2014,62,8,10,19,25
Feb-2014,2/17/2014,63,13,14,17,19
Feb-2014,2/17/2014,78,19,22,21,16
Feb-2014,2/17/2014,36,9,8,13,6
Feb-2014,2/17/2014,32,14,7,8,3
Feb-2014,2/17/2014,6,1,0,4,1
Feb-2014,2/17/2014,4,0,0,2,2
Feb-2014,2/17/2014,5,0,1,4,0
Feb-2014,2/17/2014,4,2,1,0,1
Feb-2014,2/17/2014,1,1,0,0,0
Feb-2014,2/18/2014,0,0,0,0,0
Feb-2014,2/18/2014,1,0,0,1,0
Feb-2014,2/18/2014,1,0,0,0,1
Feb-2014,2/18/2014,0,0,0,0,0
Feb-2014,2/18/2014,3,0,0,0,3
Feb-2014,2/18/2014,11,0,0,1,10
Feb-2014,2/18/2014,12,1,1,1,9
Feb-2014,2/18/2014,30,4,7,5,14
Feb-2014,2/18/2014,51,10,10,12,19
Feb-2014,2/18/2014,23,7,1,5,10
