time,temp_change
01/01/1979,0.08
02/01/1979,-0.10
03/01/1979,0.19
04/01/1979,0.15
05/01/1979,0.04
06/01/1979,0.14
07/01/1979,0.04
08/01/1979,0.17
09/01/1979,0.25
10/01/1979,0.26
11/01/1979,0.29
12/01/1979,0.48
01/01/1980,0.30
02/01/1980,0.40
03/01/1980,0.30
04/01/1980,0.30
05/01/1980,0.35
06/01/1980,0.21
07/01/1980,0.22
08/01/1980,0.19
09/01/1980,0.21
10/01/1980,0.13
11/01/1980,0.30
12/01/1980,0.22
01/01/1981,0.53
02/01/1981,0.43
03/01/1981,0.48
04/01/1981,0.32
05/01/1981,0.25
06/01/1981,0.29
07/01/1981,0.32
08/01/1981,0.35
09/01/1981,0.15
10/01/1981,0.12
11/01/1981,0.23
12/01/1981,0.41
01/01/1982,0.05
02/01/1982,0.16
03/01/1982,0.03
04/01/1982,0.15
05/01/1982,0.18
06/01/1982,0.06
07/01/1982,0.15
08/01/1982,0.04
09/01/1982,0.14
10/01/1982,0.13
11/01/1982,0.18
12/01/1982,0.43
01/01/1983,0.53
02/01/1983,0.43
03/01/1983,0.42
04/01/1983,0.28
05/01/1983,0.34
06/01/1983,0.23
07/01/1983,0.18
08/01/1983,0.36
09/01/1983,0.37
10/01/1983,0.17
11/01/1983,0.30
12/01/1983,0.17
01/01/1984,0.31
02/01/1984,0.14
03/01/1984,0.26
04/01/1984,0.06
05/01/1984,0.33
06/01/1984,0.02
07/01/1984,0.19
08/01/1984,0.20
09/01/1984,0.21
10/01/1984,0.14
11/01/1984,0.07
12/01/1984,-0.04
01/01/1985,0.22
02/01/1985,-0.03
03/01/1985,0.18
04/01/1985,0.12
05/01/1985,0.15
06/01/1985,0.15
07/01/1985,0.04
08/01/1985,0.17
09/01/1985,0.13
10/01/1985,0.12
11/01/1985,0.05
12/01/1985,0.14
01/01/1986,0.26
02/01/1986,0.37
03/01/1986,0.30
04/01/1986,0.22
05/01/1986,0.21
06/01/1986,0.12
07/01/1986,0.11
08/01/1986,0.16
09/01/1986,0.03
10/01/1986,0.16
11/01/1986,0.10
12/01/1986,0.13
01/01/1987,0.32
02/01/1987,0.43
03/01/1987,0.18
04/01/1987,0.25
05/01/1987,0.26
06/01/1987,0.35
07/01/1987,0.41
08/01/1987,0.25
09/01/1987,0.35
10/01/1987,0.33
11/01/1987,0.29
12/01/1987,0.46
01/01/1988,0.57
02/01/1988,0.45
03/01/1988,0.52
04/01/1988,0.43
05/01/1988,0.44
06/01/1988,0.40
07/01/1988,0.33
08/01/1988,0.39
09/01/1988,0.37
10/01/1988,0.38
11/01/1988,0.12
12/01/1988,0.29
01/01/1989,0.12
02/01/1989,0.30
03/01/1989,0.36
04/01/1989,0.29
05/01/1989,0.17
06/01/1989,0.17
07/01/1989,0.34
08/01/1989,0.33
09/01/1989,0.35
10/01/1989,0.29
11/01/1989,0.19
12/01/1989,0.37
01/01/1990,0.42
02/01/1990,0.44
03/01/1990,0.80
04/01/1990,0.56
05/01/1990,0.46
06/01/1990,0.38
07/01/1990,0.46
08/01/1990,0.34
09/01/1990,0.23
10/01/1990,0.45
11/01/1990,0.47
12/01/1990,0.41
01/01/1991,0.43
02/01/1991,0.50
03/01/1991,0.35
04/01/1991,0.51
05/01/1991,0.34
06/01/1991,0.53
07/01/1991,0.47
08/01/1991,0.39
09/01/1991,0.44
10/01/1991,0.29
11/01/1991,0.30
12/01/1991,0.32
01/01/1992,0.47
02/01/1992,0.40
03/01/1992,0.48
04/01/1992,0.27
05/01/1992,0.31
06/01/1992,0.26
07/01/1992,0.08
08/01/1992,0.08
09/01/1992,-0.01
10/01/1992,0.06
11/01/1992,0.03
12/01/1992,0.21
01/01/1993,0.35
02/01/1993,0.37
03/01/1993,0.36
04/01/1993,0.28
05/01/1993,0.28
06/01/1993,0.23
07/01/1993,0.25
08/01/1993,0.11
09/01/1993,0.12
10/01/1993,0.23
11/01/1993,0.04
12/01/1993,0.18
01/01/1994,0.26
02/01/1994,0.02
03/01/1994,0.29
04/01/1994,0.41
05/01/1994,0.28
06/01/1994,0.44
07/01/1994,0.30
08/01/1994,0.22
09/01/1994,0.32
10/01/1994,0.42
11/01/1994,0.44
12/01/1994,0.38
01/01/1995,0.52
02/01/1995,0.79
03/01/1995,0.47
04/01/1995,0.46
05/01/1995,0.27
06/01/1995,0.44
07/01/1995,0.45
08/01/1995,0.45
09/01/1995,0.34
10/01/1995,0.48
11/01/1995,0.44
12/01/1995,0.25
01/01/1996,0.24
02/01/1996,0.46
03/01/1996,0.33
04/01/1996,0.32
05/01/1996,0.28
06/01/1996,0.26
07/01/1996,0.37
08/01/1996,0.48
09/01/1996,0.25
10/01/1996,0.20
11/01/1996,0.39
12/01/1996,0.37
01/01/1997,0.30
02/01/1997,0.41
03/01/1997,0.52
04/01/1997,0.34
05/01/1997,0.34
06/01/1997,0.54
07/01/1997,0.34
08/01/1997,0.42
09/01/1997,0.52
10/01/1997,0.61
11/01/1997,0.64
12/01/1997,0.59
01/01/1998,0.58
02/01/1998,0.88
03/01/1998,0.63
04/01/1998,0.63
05/01/1998,0.68
06/01/1998,0.77
07/01/1998,0.66
08/01/1998,0.66
09/01/1998,0.42
10/01/1998,0.42
11/01/1998,0.43
12/01/1998,0.55
01/01/1999,0.49
02/01/1999,0.64
03/01/1999,0.32
04/01/1999,0.32
05/01/1999,0.27
06/01/1999,0.36
07/01/1999,0.39
08/01/1999,0.32
09/01/1999,0.39
10/01/1999,0.35
11/01/1999,0.37
12/01/1999,0.41
01/01/2000,0.25
02/01/2000,0.56
03/01/2000,0.56
04/01/2000,0.56
05/01/2000,0.36
06/01/2000,0.40
07/01/2000,0.39
08/01/2000,0.42
09/01/2000,0.40
10/01/2000,0.27
11/01/2000,0.31
12/01/2000,0.28
01/01/2001,0.46
02/01/2001,0.44
03/01/2001,0.56
04/01/2001,0.51
05/01/2001,0.58
06/01/2001,0.52
07/01/2001,0.59
08/01/2001,0.50
09/01/2001,0.52
10/01/2001,0.51
11/01/2001,0.73
12/01/2001,0.56
01/01/2002,0.77
02/01/2002,0.79
03/01/2002,0.88
04/01/2002,0.58
05/01/2002,0.63
06/01/2002,0.53
07/01/2002,0.61
08/01/2002,0.54
09/01/2002,0.63
10/01/2002,0.54
11/01/2002,0.59
12/01/2002,0.44
01/01/2003,0.75
02/01/2003,0.58
03/01/2003,0.60
04/01/2003,0.55
05/01/2003,0.61
06/01/2003,0.48
07/01/2003,0.59
08/01/2003,0.65
09/01/2003,0.63
10/01/2003,0.74
11/01/2003,0.53
12/01/2003,0.75
01/01/2004,0.58
02/01/2004,0.73
03/01/2004,0.63
04/01/2004,0.61
05/01/2004,0.38
06/01/2004,0.44
07/01/2004,0.27
08/01/2004,0.47
09/01/2004,0.51
10/01/2004,0.61
11/01/2004,0.73
12/01/2004,0.51
01/01/2005,0.75
02/01/2005,0.60
03/01/2005,0.75
04/01/2005,0.68
05/01/2005,0.63
06/01/2005,0.65
07/01/2005,0.62
08/01/2005,0.62
09/01/2005,0.71
10/01/2005,0.75
11/01/2005,0.74
12/01/2005,0.68
01/01/2006,0.56
02/01/2006,0.73
03/01/2006,0.63
04/01/2006,0.48
05/01/2006,0.49
06/01/2006,0.66
07/01/2006,0.55
08/01/2006,0.71
09/01/2006,0.65
10/01/2006,0.70
11/01/2006,0.74
12/01/2006,0.79
01/01/2007,1.02
02/01/2007,0.70
03/01/2007,0.73
04/01/2007,0.77
05/01/2007,0.69
06/01/2007,0.62
07/01/2007,0.61
08/01/2007,0.60
09/01/2007,0.60
10/01/2007,0.59
11/01/2007,0.59
12/01/2007,0.50
01/01/2008,0.31
02/01/2008,0.38
03/01/2008,0.75
04/01/2008,0.54
05/01/2008,0.49
06/01/2008,0.49
07/01/2008,0.60
08/01/2008,0.47
09/01/2008,0.61
10/01/2008,0.66
11/01/2008,0.69
12/01/2008,0.54
01/01/2009,0.65
02/01/2009,0.53
03/01/2009,0.54
04/01/2009,0.61
05/01/2009,0.65
06/01/2009,0.65
07/01/2009,0.75
08/01/2009,0.68
09/01/2009,0.73
10/01/2009,0.65
11/01/2009,0.82
12/01/2009,0.68
01/01/2010,0.75
02/01/2010,0.84
03/01/2010,0.92
04/01/2010,0.84
05/01/2010,0.75
06/01/2010,0.68
07/01/2010,0.63
08/01/2010,0.68
09/01/2010,0.64
10/01/2010,0.71
11/01/2010,0.82
12/01/2010,0.45
01/01/2011,0.52
02/01/2011,0.48
03/01/2011,0.65
04/01/2011,0.65
05/01/2011,0.52
06/01/2011,0.61
07/01/2011,0.70
08/01/2011,0.75
09/01/2011,0.57
10/01/2011,0.66
11/01/2011,0.58
12/01/2011,0.60
01/01/2012,0.49
02/01/2012,0.49
03/01/2012,0.58
04/01/2012,0.72
05/01/2012,0.79
06/01/2012,0.65
07/01/2012,0.58
08/01/2012,0.64
09/01/2012,0.72
10/01/2012,0.79
11/01/2012,0.78
12/01/2012,0.53
01/01/2013,0.71
02/01/2013,0.63
03/01/2013,0.68
04/01/2013,0.55
05/01/2013,0.61
06/01/2013,0.69
07/01/2013,0.60
08/01/2013,0.70
09/01/2013,0.77
10/01/2013,0.69
11/01/2013,0.84
12/01/2013,0.70
01/01/2014,0.76
02/01/2014,0.55
03/01/2014,0.79
04/01/2014,0.80
05/01/2014,0.86
06/01/2014,0.67
07/01/2014,0.58
08/01/2014,0.82
09/01/2014,0.87
10/01/2014,0.81
11/01/2014,0.66
12/01/2014,0.79
01/01/2015,0.85
02/01/2015,0.90
03/01/2015,0.96
04/01/2015,0.75
05/01/2015,0.80
06/01/2015,0.81
07/01/2015,0.73
08/01/2015,0.81
09/01/2015,0.85
10/01/2015,1.09
11/01/2015,1.05
12/01/2015,1.15
01/01/2016,1.17
02/01/2016,1.36
03/01/2016,1.35
04/01/2016,1.11
05/01/2016,0.96
06/01/2016,0.81
07/01/2016,0.85
08/01/2016,1.02
09/01/2016,0.91
10/01/2016,0.88
11/01/2016,0.91
12/01/2016,0.86
01/01/2017,1.02
02/01/2017,1.14
03/01/2017,1.17
04/01/2017,0.95
05/01/2017,0.91
06/01/2017,0.72
07/01/2017,0.81
08/01/2017,0.87
09/01/2017,0.77
10/01/2017,0.90
11/01/2017,0.88
12/01/2017,0.94
01/01/2018,0.81
02/01/2018,0.85
03/01/2018,0.89
04/01/2018,0.89
05/01/2018,0.83
06/01/2018,0.78
07/01/2018,0.83
08/01/2018,0.76
09/01/2018,0.80
10/01/2018,1.02
11/01/2018,0.83
12/01/2018,0.91
01/01/2019,0.93
02/01/2019,0.95
03/01/2019,1.17
04/01/2019,1.01
05/01/2019,0.85
06/01/2019,0.92
07/01/2019,0.94
08/01/2019,0.94
09/01/2019,0.93
10/01/2019,1.01
11/01/2019,0.99
12/01/2019,1.10
01/01/2020,1.17
02/01/2020,1.25
03/01/2020,1.18
04/01/2020,1.13
05/01/2020,1.02
06/01/2020,0.92
07/01/2020,0.90
08/01/2020,0.85
