timestamp,open,high,low,close,volume
10/19/2020 20:00,121.76,121.89,121.75,121.89,11471
10/19/2020 19:55,121.92,121.92,121.8,121.8,6664
10/19/2020 19:50,121.86,121.93,121.85,121.93,3600
10/19/2020 19:45,121.82,121.95,121.82,121.9,4830
10/19/2020 19:40,121.86,121.9399,121.85,121.9399,5265
10/19/2020 19:35,121.88,121.94,121.85,121.85,3541
10/19/2020 19:30,121.99,121.99,121.9,121.9,1274
10/19/2020 19:25,121.91,121.93,121.9,121.91,2668
10/19/2020 19:20,121.9,122,121.86,122,5014
10/19/2020 19:15,121.99,122,121.84,121.9,7817
10/19/2020 19:10,122.05,122.05,122,122,4568
10/19/2020 19:05,122.05,122.14,122.05,122.05,4831
10/19/2020 19:00,122.1,122.1,122.07,122.1,2097
10/19/2020 18:55,122.05,122.1,122.01,122.05,4618
10/19/2020 18:50,122.17,122.2,122.05,122.05,2433
10/19/2020 18:45,122.11,122.15,122.1,122.15,2275
10/19/2020 18:40,122,122,122,122,212
10/19/2020 18:35,122.12,122.12,121.96,121.96,1720
10/19/2020 18:30,122.2399,122.2399,122.1,122.14,3349
10/19/2020 18:25,122.1,122.2,122,122.2,4629
10/19/2020 18:20,121.94,122.2,121.8,122.2,12124
10/19/2020 18:15,122.04,122.15,121.91,121.91,4528
10/19/2020 18:10,122.15,122.15,122.1,122.11,4758
10/19/2020 18:05,121.9,122.24,121.77,122.24,13883
10/19/2020 18:00,122.35,122.35,122,122,10145
10/19/2020 17:55,121.85,122.1,121.85,122.1,7286
10/19/2020 17:50,122.2,122.2,121.85,121.98,21431
10/19/2020 17:45,121.75,122.79,121.75,122.2,33325
10/19/2020 17:40,122.3999,122.3999,121.63,121.75,60709
10/19/2020 17:35,122.45,122.7,122.15,122.35,41727
10/19/2020 17:30,122.95,122.95,122.25,122.25,38946
10/19/2020 17:25,122.82,122.95,122.6,122.94,27772
10/19/2020 17:20,122.97,123.29,122.73,122.9,31536
10/19/2020 17:15,124.25,124.25,122.38,122.76,74208
10/19/2020 17:10,124.23,124.5,124.22,124.29,8621
10/19/2020 17:05,124.64,124.64,124.5,124.51,4863
10/19/2020 17:00,124.5,124.88,124.45,124.6499,40480
10/19/2020 16:55,124.95,124.95,124.4,124.49,7732
10/19/2020 16:50,124.41,125.25,124.41,124.85,43090
10/19/2020 16:45,124.1,125.52,124.1,124.6799,69656
10/19/2020 16:40,124.1,125.52,124.09,124.1,49502
10/19/2020 16:35,124.11,124.35,124.09,124.1,46547
10/19/2020 16:30,124.28,124.4,124.1,124.1,93861
10/19/2020 16:25,124.5,124.7,124.1,124.46,51813
10/19/2020 16:20,125.16,125.3,124,124.5,162465
10/19/2020 16:15,125.65,126.85,123.07,125.2,146756
10/19/2020 16:10,125.93,126.04,125.65,125.65,34386
10/19/2020 16:05,125.52,126.5,125.35,125.5,149902
10/19/2020 16:00,125.12,125.68,125.12,125.61,486480
10/19/2020 15:55,125.765,125.765,125.08,125.11,281974
10/19/2020 15:50,125.65,125.82,125.4,125.8,293503
10/19/2020 15:45,125.85,125.85,125.48,125.65,193001
10/19/2020 15:40,125.595,125.91,125.58,125.86,169734
10/19/2020 15:35,125.5,125.67,125.44,125.58,122604
10/19/2020 15:30,125.37,125.62,125.35,125.5356,94024
10/19/2020 15:25,125.47,125.57,125.35,125.39,106392
10/19/2020 15:20,125.6,125.6544,125.44,125.48,155384
10/19/2020 15:15,125.4401,125.77,125.31,125.6599,93758
10/19/2020 15:10,125.26,125.46,125.1,125.45,90737
10/19/2020 15:05,125.406,125.46,125.08,125.26,90139
10/19/2020 15:00,125.57,125.81,125.42,125.44,80223
10/19/2020 14:55,125.63,125.63,125.3872,125.59,78385
10/19/2020 14:50,125.807,125.807,125.59,125.63,71654
10/19/2020 14:45,125.88,125.95,125.73,125.8,66856
10/19/2020 14:40,126.11,126.11,125.8056,125.88,59051
10/19/2020 14:35,126.39,126.48,126.03,126.11,115662
10/19/2020 14:30,126.335,126.4777,126.28,126.3901,111383
10/19/2020 14:25,126.29,126.37,126.25,126.36,42868
10/19/2020 14:20,126.09,126.29,126.09,126.29,43952
10/19/2020 14:15,125.96,126.18,125.93,126.115,30855
10/19/2020 14:10,125.91,126.09,125.9093,125.96,40829
10/19/2020 14:05,126.12,126.13,125.83,125.865,46760
10/19/2020 14:00,125.989,126.2,125.97,126.135,45267
10/19/2020 13:55,125.96,126.0309,125.91,125.96,31859
10/19/2020 13:50,125.8834,125.98,125.785,125.96,49792
10/19/2020 13:45,125.9,125.93,125.73,125.88,38015
10/19/2020 13:40,125.9201,125.97,125.86,125.9079,28567
10/19/2020 13:35,126.09,126.09,125.88,125.92,71524
10/19/2020 13:30,126.11,126.14,126.04,126.0914,21182
10/19/2020 13:25,126.12,126.21,126.05,126.11,22029
10/19/2020 13:20,126.12,126.2,126.0981,126.101,21207
10/19/2020 13:15,126.02,126.17,126.02,126.1399,27225
10/19/2020 13:10,126.01,126.09,125.95,126.035,60520
10/19/2020 13:05,126.195,126.255,126.02,126.02,42366
10/19/2020 13:00,126.23,126.3,126.15,126.15,45613
10/19/2020 12:55,126.31,126.36,126.19,126.2155,39309
10/19/2020 12:50,126.22,126.35,126.22,126.2857,34782
10/19/2020 12:45,126.11,126.27,126.1,126.26,29311
10/19/2020 12:40,126.11,126.2,126.06,126.12,28708
10/19/2020 12:35,126.04,126.28,126.04,126.11,49932
10/19/2020 12:30,126.085,126.14,126.02,126.06,37756
10/19/2020 12:25,126.065,126.2061,126.01,126.0744,107414
10/19/2020 12:20,126.08,126.17,126.01,126.05,24284
10/19/2020 12:15,126.17,126.2,126.07,126.1,32743
10/19/2020 12:10,126.13,126.22,126.03,126.1839,26741
10/19/2020 12:05,126.155,126.275,126.031,126.13,37555
10/19/2020 12:00,126.1,126.19,126.06,126.16,27494
10/19/2020 11:55,126.23,126.235,126.08,126.085,31470
10/19/2020 11:50,126.411,126.411,126.16,126.2,37019
10/19/2020 11:45,126.41,126.501,126.34,126.4237,30806
