state,last_update,lat,long,confirmed,deaths,new_deaths,recovered,active,fips,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,date,month_abbr,day,state_abbr
Alabama,2020-06-14T03:33:28Z,32.3182,-86.9023,24601,773,4,13508,10320,1,501.7350967,293252,2241,3.142148693,5980.847143,9.109385797,6/14/2020,Jun,14,AL
Alaska,2020-06-14T03:33:28Z,61.3707,-152.4044,653,12,0,405,236,2,89.26313487,71803,NA,1.837672282,9815.254017,NA,6/14/2020,Jun,14,AK
Arizona,2020-06-14T03:33:28Z,33.7298,-111.4312,34660,1189,33,6209,27262,4,476.1828218,328397,3692,3.430467398,4511.742935,10.65204847,6/14/2020,Jun,14,AZ
Arkansas,2020-06-14T03:33:28Z,34.9697,-92.3731,12095,177,1,7607,4311,5,400.7881228,187017,979,1.463414634,6197.122146,8.094253824,6/14/2020,Jun,14,AR
California,2020-06-14T03:33:28Z,36.1162,-119.6816,150018,5076,98,NA,144942,6,379.6749173,2724393,NA,3.383593969,6895.063839,NA,6/14/2020,Jun,14,CA
Colorado,2020-06-14T03:33:28Z,39.0598,-105.3111,29002,1597,15,4184,23221,8,503.6174605,236461,5234,5.506516792,4106.126761,18.04703124,6/14/2020,Jun,14,CO
Connecticut,2020-06-14T03:33:28Z,41.5978,-72.7554,44994,4186,27,7611,33197,9,1262.002189,344254,9912,9.303462684,9655.716356,22.02960395,6/14/2020,Jun,14,CT
Delaware,2020-06-14T03:33:28Z,39.3185,-75.5071,10229,419,5,6116,3694,10,1050.459865,80099,NA,4.096197087,8225.70972,NA,6/14/2020,Jun,14,DE
District of Columbia,2020-06-14T03:33:28Z,38.8974,-77.0268,9709,511,5,1143,8055,11,1375.70156,63036,NA,5.263157895,8931.787363,NA,6/14/2020,Jun,14,DC
Florida,2020-06-14T03:33:28Z,27.7663,-81.6868,73552,2925,48,NA,70627,12,342.4569358,1370413,12155,3.976778334,6380.621012,16.5257233,6/14/2020,Jun,14,FL
Georgia,2020-06-14T03:33:28Z,33.0406,-83.6431,56804,2447,29,NA,54357,13,535.0074119,599680,9224,4.307795226,5648.074867,16.23829308,6/14/2020,Jun,14,GA
Hawaii,2020-06-14T03:33:28Z,21.0943,-157.4983,723,17,0,627,79,15,51.06393798,59338,87,2.35131397,4190.915563,12.03319502,6/14/2020,Jun,14,HI
Idaho,2020-06-14T03:33:28Z,44.2405,-114.4788,3353,87,0,2776,490,16,187.6260796,62658,265,2.594691321,3506.195913,7.903370116,6/14/2020,Jun,14,ID
Illinois,2020-06-14T03:33:28Z,40.3495,-88.9861,131871,6289,29,NA,125582,17,1040.663374,1169806,NA,4.769054606,9231.554013,NA,6/14/2020,Jun,14,IL
Indiana,2020-06-14T03:33:28Z,39.8494,-86.2583,39543,2413,17,28241,8889,18,587.369484,340637,6349,6.102217839,5059.802719,16.0559391,6/14/2020,Jun,14,IN
Iowa,2020-06-14T03:33:28Z,42.0115,-93.2105,23717,650,6,14326,8741,19,751.7107386,219608,NA,2.740650167,6960.479482,NA,6/14/2020,Jun,14,IA
Kansas,2020-06-14T03:33:28Z,38.5266,-96.7265,11020,245,2,667,10108,20,378.2633798,129152,973,2.22323049,4433.164431,8.829401089,6/14/2020,Jun,14,KS
Kentucky,2020-06-14T03:33:28Z,37.6681,-84.6701,12445,499,2,3409,8537,21,278.5566446,294585,2433,4.009642427,6593.701016,19.55002009,6/14/2020,Jun,14,KY
Louisiana,2020-06-14T03:33:28Z,31.1695,-91.8678,46283,3004,8,33904,9375,22,995.5915448,504383,NA,6.490504073,10849.76017,NA,6/14/2020,Jun,14,LA
Maine,2020-06-14T03:33:28Z,44.6939,-69.3819,2757,100,0,2152,505,23,205.1015762,68350,313,3.627130939,5084.763415,11.35291984,6/14/2020,Jun,14,ME
Maryland,2020-06-14T03:33:28Z,39.0639,-76.8021,61305,2926,26,4536,53843,24,1014.029853,408758,10053,4.772857026,6761.158381,16.39833619,6/14/2020,Jun,14,MD
Massachusetts,2020-06-14T03:33:28Z,42.2302,-71.5301,105395,7576,38,NA,97819,25,1529.125196,703596,10772,7.188196784,10208.13484,10.2205987,6/14/2020,Jun,14,MA
Michigan,2020-06-14T03:33:28Z,43.3266,-84.5361,65836,6013,23,44964,14859,26,659.2264213,799483,NA,9.13330093,8005.351433,NA,6/14/2020,Jun,14,MI
Minnesota,2020-06-14T03:33:28Z,45.6945,-93.9002,30172,1314,9,25620,3238,27,534.9994468,407992,3581,4.355031155,7234.372739,11.86861991,6/14/2020,Jun,14,MN
Mississippi,2020-06-14T03:33:28Z,32.7416,-89.6787,19348,889,8,13356,5103,28,650.1018598,213885,2644,4.594790159,7186.636153,13.66549514,6/14/2020,Jun,14,MS
Missouri,2020-06-14T03:33:28Z,38.4561,-92.2884,16232,885,4,NA,15347,29,264.4756077,269796,NA,5.452193199,4395.913076,NA,6/14/2020,Jun,14,MO
Montana,2020-06-14T03:33:28Z,46.9219,-110.4544,588,18,0,510,60,30,55.0161025,58004,77,3.06122449,5427.132669,13.0952381,6/14/2020,Jun,14,MT
Nebraska,2020-06-14T03:33:28Z,41.1254,-98.2681,16640,215,0,9610,6815,31,860.2114962,134377,1067,1.292067308,6946.673091,6.412259615,6/14/2020,Jun,14,NE
Nevada,2020-06-14T03:33:28Z,38.3135,-117.0554,10997,462,1,627,9908,32,357.0273713,204880,NA,4.201145767,6651.611152,NA,6/14/2020,Jun,14,NV
New Hampshire,2020-06-14T03:33:28Z,43.4525,-71.5639,5299,318,3,3843,1138,33,389.7151674,93956,503,6.001132289,6909.997786,9.492357048,6/14/2020,Jun,14,NH
New Jersey,2020-06-14T03:33:28Z,40.2989,-74.521,166605,12621,132,28606,125378,34,1875.719839,1078215,18707,7.575402899,12139.06705,11.22835449,6/14/2020,Jun,14,NJ
New Mexico,2020-06-14T03:33:28Z,34.8405,-106.2485,9621,431,11,3983,5207,35,458.835699,255284,1625,4.479783806,12174.76485,16.89013616,6/14/2020,Jun,14,NM
New York,2020-06-14T03:33:28Z,42.1657,-74.9481,382630,30795,37,68584,283251,36,1966.88925,2872240,89995,8.048245041,14764.5976,23.52011081,6/14/2020,Jun,14,NY
North Carolina,2020-06-14T03:33:28Z,35.6301,-79.8064,42845,1127,6,23653,18065,37,408.5112209,611690,NA,2.63041195,5832.237804,NA,6/14/2020,Jun,14,NC
North Dakota,2020-06-14T03:33:28Z,47.5289,-99.784,3058,74,0,2630,354,38,401.2796859,85873,197,2.419882276,11268.50571,6.442119032,6/14/2020,Jun,14,ND
Ohio,2020-06-14T03:33:28Z,40.3888,-82.7649,40851,2556,46,NA,38295,39,349.4794296,538898,6864,6.256884776,4610.260841,16.80252625,6/14/2020,Jun,14,OH
Oklahoma,2020-06-14T03:33:28Z,35.5653,-96.9289,8073,359,-1,6495,1219,40,204.0196908,246439,1111,4.446921838,6227.970839,13.76192246,6/14/2020,Jun,14,OK
Oregon,2020-06-14T03:33:28Z,44.572,-122.0709,5377,173,0,2396,2808,41,127.4854264,166189,875,3.217407476,3940.24094,16.27301469,6/14/2020,Jun,14,OR
Pennsylvania,2020-06-14T03:33:28Z,40.5908,-77.2098,82944,6211,49,58061,18672,42,647.8993225,575051,NA,7.488184799,4491.88794,NA,6/14/2020,Jun,14,PA
Rhode Island,2020-06-14T03:33:28Z,41.6809,-71.5118,15947,833,0,1435,13679,44,1505.341428,191518,1853,5.223553019,18078.6342,11.61974039,6/14/2020,Jun,14,RI
South Carolina,2020-06-14T03:33:28Z,33.8569,-80.945,17955,599,6,8682,8674,45,348.7278571,241906,1988,3.336118073,4698.377109,11.07212476,6/14/2020,Jun,14,SC
South Dakota,2020-06-14T03:33:28Z,44.2998,-99.4388,5833,75,1,4828,930,46,659.3500999,64513,531,1.285787759,7292.414365,9.103377336,6/14/2020,Jun,14,SD
Tennessee,2020-06-14T03:33:28Z,35.7478,-86.6923,29549,472,6,19731,9346,47,432.6877599,601362,2073,1.59734678,8805.77944,7.015465836,6/14/2020,Jun,14,TN
Texas,2020-06-14T03:33:28Z,31.0545,-97.5635,86915,1971,15,56535,28409,48,299.7494713,1260319,NA,2.267732842,4346.544945,NA,6/14/2020,Jun,14,TX
Utah,2020-06-14T03:33:28Z,40.15,-111.8624,13981,139,0,8114,5728,49,436.0942969,262782,1012,0.994206423,8196.676313,7.238394965,6/14/2020,Jun,14,UT
Vermont,2020-06-14T03:33:28Z,44.0459,-72.7107,1125,55,0,908,162,50,180.2916398,49933,NA,4.888888889,8002.224398,NA,6/14/2020,Jun,14,VT
Virginia,2020-06-14T03:33:28Z,37.7693,-78.17,53869,1541,7,7131,45197,51,631.1156943,459993,8090,2.860643413,5389.162627,15.01791383,6/14/2020,Jun,14,VA
Washington,2020-06-14T03:33:28Z,47.4009,-121.4905,25538,1213,9,NA,24325,53,335.3691247,439862,3817,4.749784635,5776.338551,14.94635445,6/14/2020,Jun,14,WA
West Virginia,2020-06-14T03:33:28Z,38.4912,-80.9545,2274,88,0,1568,618,54,126.8869127,127517,NA,3.869832894,7115.320339,NA,6/14/2020,Jun,14,WV
Wisconsin,2020-06-14T03:33:28Z,44.2685,-89.6165,22518,691,2,16231,5596,55,386.7454745,410917,3035,3.068656186,7057.478024,13.4781064,6/14/2020,Jun,14,WI
Wyoming,2020-06-14T03:33:28Z,42.756,-107.3025,1050,18,0,833,199,56,181.4226647,33055,93,1.714285714,5711.358268,8.857142857,6/14/2020,Jun,14,WY
Alabama,2020-06-15T03:33:25Z,32.3182,-86.9023,25615,773,0,13508,11334,1,522.4155319,297455,2255,3.017763029,6066.566936,8.803435487,6/15/2020,Jun,15,AL
Alaska,2020-06-15T03:33:25Z,61.3707,-152.4044,660,12,0,411,237,2,90.22001381,73467,NA,1.818181818,10042.71781,NA,6/15/2020,Jun,15,AK
Arizona,2020-06-15T03:33:25Z,33.7298,-111.4312,35706,1191,2,6333,28182,4,490.5534863,338045,3726,3.335573853,4644.293768,10.43522097,6/15/2020,Jun,15,AZ
Arkansas,2020-06-15T03:33:25Z,34.9697,-92.3731,12501,179,2,8110,4212,5,414.2416141,196989,998,1.431885449,6527.561101,7.983361331,6/15/2020,Jun,15,AR
California,2020-06-15T03:33:25Z,36.1162,-119.6816,152300,5099,23,NA,147201,6,385.4503453,2801996,NA,3.347997374,7091.466355,NA,6/15/2020,Jun,15,CA
Colorado,2020-06-15T03:33:25Z,39.0598,-105.3111,29115,1598,1,4178,23339,8,505.5796967,244643,5244,5.48857977,4248.206551,18.01133436,6/15/2020,Jun,15,CO
Connecticut,2020-06-15T03:33:25Z,41.5978,-72.7554,45088,4201,15,7611,33276,9,1264.638723,349106,9912,9.317334989,9791.806382,21.98367637,6/15/2020,Jun,15,CT
Delaware,2020-06-15T03:33:25Z,39.3185,-75.5071,10264,422,3,6172,3670,10,1054.054165,81787,NA,4.111457521,8399.057677,NA,6/15/2020,Jun,15,DE
District of Columbia,2020-06-15T03:33:25Z,38.8974,-77.0268,9767,515,4,1150,8102,11,1383.919779,64530,NA,5.272857582,9143.477355,NA,6/15/2020,Jun,15,DC
Florida,2020-06-15T03:33:25Z,27.7663,-81.6868,75568,2931,6,NA,72637,12,351.8433995,1409015,12224,3.878625873,6560.351307,16.17615922,6/15/2020,Jun,15,FL
Georgia,2020-06-15T03:33:25Z,33.0406,-83.6431,57681,2451,4,NA,55230,13,543.26742,620790,9248,4.24923285,5846.899007,16.03300914,6/15/2020,Jun,15,GA
Hawaii,2020-06-15T03:33:25Z,21.0943,-157.4983,728,17,0,628,83,15,51.41707725,60322,89,2.335164835,4260.413371,12.22527473,6/15/2020,Jun,15,HI
Idaho,2020-06-15T03:33:25Z,44.2405,-114.4788,3399,87,0,2837,475,16,190.2001326,62980,266,2.559576346,3524.214284,7.825831127,6/15/2020,Jun,15,ID
Illinois,2020-06-15T03:33:25Z,40.3495,-88.9861,132543,6308,19,NA,126235,17,1045.966479,1191846,NA,4.759210219,9405.483237,NA,6/15/2020,Jun,15,IL
Indiana,2020-06-15T03:33:25Z,39.8494,-86.2583,39909,2422,9,28522,8965,18,592.8060273,348391,6419,6.068806535,5174.980196,16.08409131,6/15/2020,Jun,15,IN
Iowa,2020-06-15T03:33:25Z,42.0115,-93.2105,23926,652,2,14383,8891,19,758.3349973,224634,NA,2.725068963,7119.778642,NA,6/15/2020,Jun,15,IA
Kansas,2020-06-15T03:33:25Z,38.5266,-96.7265,11101,245,0,667,10189,20,381.0437186,129152,973,2.207008378,4433.164431,8.764976128,6/15/2020,Jun,15,KS
Kentucky,2020-06-15T03:33:25Z,37.6681,-84.6701,12445,499,0,3409,8537,21,278.5566446,294585,2433,4.009642427,6593.701016,19.55002009,6/15/2020,Jun,15,KY
Louisiana,2020-06-15T03:33:25Z,31.1695,-91.8678,46619,3014,10,33904,9701,22,1002.819226,509332,NA,6.465175143,10956.21789,NA,6/15/2020,Jun,15,LA
Maine,2020-06-15T03:33:25Z,44.6939,-69.3819,2793,100,0,2173,520,23,207.7797252,69858,314,3.58037952,5196.9481,11.24239169,6/15/2020,Jun,15,ME
Maryland,2020-06-15T03:33:25Z,39.0639,-76.8021,61701,2939,13,4541,54221,24,1020.579984,415309,10165,4.76329395,6869.516746,16.47461143,6/15/2020,Jun,15,MD
Massachusetts,2020-06-15T03:33:25Z,42.2302,-71.5301,105603,7624,48,NA,97979,25,1532.142968,712710,10802,7.21949187,10340.36547,10.22887607,6/15/2020,Jun,15,MA
Michigan,2020-06-15T03:33:25Z,43.3266,-84.5361,66054,6016,3,44964,15074,26,661.4092902,813498,NA,9.107699761,8145.685875,NA,6/15/2020,Jun,15,MI
Minnesota,2020-06-15T03:33:25Z,45.6945,-93.9002,30471,1329,15,26090,3052,27,540.3012111,417710,3610,4.361524072,7406.688947,11.84733025,6/15/2020,Jun,15,MN
Mississippi,2020-06-15T03:33:25Z,32.7416,-89.6787,19516,891,2,13356,5269,28,655.7467385,214053,2665,4.56548473,7192.281032,13.65546218,6/15/2020,Jun,15,MS
Missouri,2020-06-15T03:33:25Z,38.4561,-92.2884,16262,885,0,NA,15377,29,264.9644118,275489,NA,5.442135039,4488.671802,NA,6/15/2020,Jun,15,MO
Montana,2020-06-15T03:33:25Z,46.9219,-110.4544,601,19,1,510,72,30,56.2324449,58907,77,3.161397671,5511.621684,12.81198003,6/15/2020,Jun,15,MT
Nebraska,2020-06-15T03:33:25Z,41.1254,-98.2681,16730,215,0,9879,6636,31,864.8640824,136115,1070,1.285116557,7036.5197,6.395696354,6/15/2020,Jun,15,NE
Nevada,2020-06-15T03:33:25Z,38.3135,-117.0554,11201,463,1,627,10111,32,363.6504125,210611,NA,4.133559504,6837.673157,NA,6/15/2020,Jun,15,NV
New Hampshire,2020-06-15T03:33:25Z,43.4525,-71.5639,5318,320,2,3905,1093,33,391.1125232,96421,513,6.017299737,7091.28631,9.64648364,6/15/2020,Jun,15,NH
New Jersey,2020-06-15T03:33:25Z,40.2989,-74.521,166881,12659,38,28714,125508,34,1878.827181,1097616,18737,7.585644861,12357.49292,11.2277611,6/15/2020,Jun,15,NJ
New Mexico,2020-06-15T03:33:25Z,34.8405,-106.2485,9723,435,4,4072,5216,35,463.7001873,258994,1625,4.4739278,12351.69868,16.71294868,6/15/2020,Jun,15,NM
New York,2020-06-15T03:33:25Z,42.1657,-74.9481,383324,30825,30,68761,283738,36,1970.45672,2934599,89995,8.041500141,15085.15073,23.47752815,6/15/2020,Jun,15,NY
North Carolina,2020-06-15T03:33:25Z,35.6301,-79.8064,44264,1132,5,23653,19479,37,422.0408608,627130,NA,2.557382975,5979.452491,NA,6/15/2020,Jun,15,NC
North Dakota,2020-06-15T03:33:25Z,47.5289,-99.784,3080,74,0,2658,348,38,404.1665901,86880,197,2.402597403,11400.64719,6.396103896,6/15/2020,Jun,15,ND
Ohio,2020-06-15T03:33:25Z,40.3888,-82.7649,41148,2559,3,NA,38589,39,352.0202582,546220,6895,6.21901429,4672.900394,16.75658598,6/15/2020,Jun,15,OH
Oklahoma,2020-06-15T03:33:25Z,35.5653,-96.9289,8231,359,0,6578,1294,40,208.012644,250818,1116,4.361559956,6338.636295,13.55849836,6/15/2020,Jun,15,OK
Oregon,2020-06-15T03:33:25Z,44.572,-122.0709,5377,173,0,2396,2808,41,127.4854264,166189,875,3.217407476,3940.24094,16.27301469,6/15/2020,Jun,15,OR
Pennsylvania,2020-06-15T03:33:25Z,40.5908,-77.2098,83203,6215,4,58310,18678,42,649.9224456,583233,NA,7.469682584,4555.799884,NA,6/15/2020,Jun,15,PA
Rhode Island,2020-06-15T03:33:25Z,41.6809,-71.5118,15947,833,0,1435,13679,44,1505.341428,191518,1853,5.223553019,18078.6342,11.61974039,6/15/2020,Jun,15,RI
South Carolina,2020-06-15T03:33:25Z,33.8569,-80.945,18795,600,1,8682,9513,45,365.0426106,248336,1988,3.192338388,4823.262663,10.57728119,6/15/2020,Jun,15,SC
South Dakota,2020-06-15T03:33:25Z,44.2998,-99.4388,5898,75,0,4899,924,46,666.6975637,65319,539,1.271617497,7383.522917,9.138691082,6/15/2020,Jun,15,SD
Tennessee,2020-06-15T03:33:25Z,35.7478,-86.6923,30343,474,2,19896,9973,47,444.314349,615220,2087,1.562139538,9008.702956,6.878027881,6/15/2020,Jun,15,TN
Texas,2020-06-15T03:33:25Z,31.0545,-97.5635,88523,1984,13,58341,28198,48,305.2950866,1295983,NA,2.241225444,4469.541726,NA,6/15/2020,Jun,15,TX
Utah,2020-06-15T03:33:25Z,40.15,-111.8624,14313,139,0,8252,5922,49,446.4500159,267713,1028,0.971145113,8350.483693,7.182281842,6/15/2020,Jun,15,UT
Vermont,2020-06-15T03:33:25Z,44.0459,-72.7107,1127,55,0,909,163,50,180.6121582,50982,NA,4.880212955,8170.336336,NA,6/15/2020,Jun,15,VT
Virginia,2020-06-15T03:33:25Z,37.7693,-78.17,54506,1546,5,7178,45782,51,638.5786266,469000,8136,2.836384985,5494.686381,14.92679705,6/15/2020,Jun,15,VA
Washington,2020-06-15T03:33:25Z,47.4009,-121.4905,25834,1217,4,NA,24617,53,339.2562443,450146,3845,4.710846172,5911.389694,14.88348688,6/15/2020,Jun,15,WA
West Virginia,2020-06-15T03:33:25Z,38.4912,-80.9545,2290,88,0,1571,631,54,127.7796966,131199,NA,3.84279476,7320.772236,NA,6/15/2020,Jun,15,WV
Wisconsin,2020-06-15T03:33:25Z,44.2685,-89.6165,22758,692,1,16558,5508,55,390.867462,420124,3049,3.040688988,7215.607768,13.3974866,6/15/2020,Jun,15,WI
Wyoming,2020-06-15T03:33:25Z,42.756,-107.3025,1060,18,0,834,208,56,183.1504996,33065,93,1.698113208,5713.086103,8.773584906,6/15/2020,Jun,15,WY
Alabama,2020-06-16T04:33:22Z,32.3182,-86.9023,26272,774,1,13508,11990,1,535.8149856,302674,2259,2.946102314,6173.007953,8.598507917,6/16/2020,Jun,16,AL
Alaska,2020-06-16T04:33:22Z,61.3707,-152.4044,663,12,0,417,234,2,90.63010478,74437,NA,1.809954751,10175.31389,NA,6/16/2020,Jun,16,AK
Arizona,2020-06-16T04:33:22Z,33.7298,-111.4312,36844,1203,12,6462,29179,4,506.1881098,345257,3750,3.265117794,4743.377164,10.17804799,6/16/2020,Jun,16,AZ
Arkansas,2020-06-16T04:33:22Z,34.9697,-92.3731,12917,182,3,8352,4383,5,428.0264722,204138,1003,1.408995897,6764.455213,7.764960904,6/16/2020,Jun,16,AR
California,2020-06-16T04:33:22Z,36.1162,-119.6816,155726,5114,15,NA,150612,6,394.12108,2868182,NA,3.283973132,7258.974014,NA,6/16/2020,Jun,16,CA
Colorado,2020-06-16T04:33:22Z,39.0598,-105.3111,29284,1605,7,4196,23483,8,508.5143684,249085,5244,5.480808633,4325.341533,17.9073897,6/16/2020,Jun,16,CO
Connecticut,2020-06-16T04:33:22Z,41.5978,-72.7554,45235,4204,3,7611,33420,9,1268.761814,356377,9912,9.293688516,9995.745083,21.9122361,6/16/2020,Jun,16,CT
Delaware,2020-06-16T04:33:22Z,39.3185,-75.5071,10340,423,1,6172,3745,10,1061.858931,84686,NA,4.090909091,8696.768416,NA,6/16/2020,Jun,16,DE
District of Columbia,2020-06-16T04:33:22Z,38.8974,-77.0268,9799,515,0,1155,8129,11,1388.453969,65846,NA,5.25563833,9329.945916,NA,6/16/2020,Jun,16,DC
Florida,2020-06-16T04:33:22Z,27.7663,-81.6868,77326,2938,7,NA,74388,12,360.0286194,1430184,12298,3.799498228,6658.913832,15.90409435,6/16/2020,Jun,16,FL
Georgia,2020-06-16T04:33:22Z,33.0406,-83.6431,58414,2494,43,NA,55920,13,550.1711668,630496,9322,4.269524429,5938.314787,15.9585031,6/16/2020,Jun,16,GA
Hawaii,2020-06-16T04:33:22Z,21.0943,-157.4983,736,17,0,629,90,15,51.98210008,61474,91,2.309782609,4341.776658,12.36413043,6/16/2020,Jun,16,HI
Idaho,2020-06-16T04:33:22Z,44.2405,-114.4788,3399,87,0,2837,475,16,190.2001326,62980,266,2.559576346,3524.214284,7.825831127,6/16/2020,Jun,16,ID
Illinois,2020-06-16T04:33:22Z,40.3495,-88.9861,133016,6326,18,NA,126690,17,1049.699171,1210473,NA,4.755818849,9552.478685,NA,6/16/2020,Jun,16,IL
Indiana,2020-06-16T04:33:22Z,39.8494,-86.2583,40430,2433,11,28744,9253,18,600.5449318,355829,6451,6.017808558,5285.463827,15.95597329,6/16/2020,Jun,16,IN
Iowa,2020-06-16T04:33:22Z,42.0115,-93.2105,24082,658,6,14625,8799,19,763.2794201,227388,NA,2.732331202,7207.066721,NA,6/16/2020,Jun,16,IA
Kansas,2020-06-16T04:33:22Z,38.5266,-96.7265,11319,246,1,676,10397,20,388.5266058,136962,988,2.173336867,4701.244013,8.72868628,6/16/2020,Jun,16,KS
Kentucky,2020-06-16T04:33:22Z,37.6681,-84.6701,12647,505,6,3416,8726,21,283.078014,295851,2433,3.993041828,6622.037915,19.2377639,6/16/2020,Jun,16,KY
Louisiana,2020-06-16T04:33:22Z,31.1695,-91.8678,47172,3018,4,37017,7137,22,1014.714784,518725,NA,6.397863139,11158.2703,NA,6/16/2020,Jun,16,LA
Maine,2020-06-16T04:33:22Z,44.6939,-69.3819,2810,101,1,2189,520,23,209.0444067,70971,317,3.59430605,5279.74754,11.28113879,6/16/2020,Jun,16,ME
Maryland,2020-06-16T04:33:22Z,39.0639,-76.8021,62032,2947,8,4567,54518,24,1026.054968,421108,10222,4.750773794,6965.436477,16.47859169,6/16/2020,Jun,16,MD
Massachusetts,2020-06-16T04:33:22Z,42.2302,-71.5301,105690,7647,23,NA,98043,25,1533.405209,717231,10817,7.235310815,10405.95847,10.2346485,6/16/2020,Jun,16,MA
Michigan,2020-06-16T04:33:22Z,43.3266,-84.5361,66085,6018,2,44964,15103,26,661.7196982,824037,NA,9.106453809,8251.214571,NA,6/16/2020,Jun,16,MI
Minnesota,2020-06-16T04:33:22Z,45.6945,-93.9002,30693,1335,6,26609,2749,27,544.2376382,422922,3630,4.349525951,7499.106325,11.8268009,6/16/2020,Jun,16,MN
Mississippi,2020-06-16T04:33:22Z,32.7416,-89.6787,19799,895,4,15323,3581,28,665.255671,230503,2680,4.520430325,7745.008734,13.53603717,6/16/2020,Jun,16,MS
Missouri,2020-06-16T04:33:22Z,38.4561,-92.2884,16611,887,2,NA,15724,29,270.6508329,279941,NA,5.339835049,4561.210331,NA,6/16/2020,Jun,16,MO
Montana,2020-06-16T04:33:22Z,46.9219,-110.4544,609,19,0,510,80,30,56.98096331,60937,78,3.119868637,5701.558228,12.80788177,6/16/2020,Jun,16,MT
Nebraska,2020-06-16T04:33:22Z,41.1254,-98.2681,16851,220,5,10121,6510,31,871.1192261,137755,1075,1.305560501,7121.30016,6.379443356,6/16/2020,Jun,16,NE
Nevada,2020-06-16T04:33:22Z,38.3135,-117.0554,11315,465,2,636,10214,32,367.3515238,216434,NA,4.109589041,7026.722023,NA,6/16/2020,Jun,16,NV
New Hampshire,2020-06-16T04:33:22Z,43.4525,-71.5639,5345,320,0,4041,984,33,393.0982393,98873,519,5.986903648,7271.618748,9.710009355,6/16/2020,Jun,16,NH
New Jersey,2020-06-16T04:33:22Z,40.2989,-74.521,167103,12708,49,28819,125576,34,1881.326565,1116083,18755,7.604890397,12565.40335,11.22361657,6/16/2020,Jun,16,NJ
New Mexico,2020-06-16T04:33:22Z,34.8405,-106.2485,9845,440,5,4114,5291,35,469.5184967,263665,1625,4.469273743,12574.46363,16.50584053,6/16/2020,Jun,16,NM
New York,2020-06-16T04:33:22Z,42.1657,-74.9481,383944,30856,31,68851,284237,36,1973.643797,2991210,89995,8.036588669,15376.15658,23.43961619,6/16/2020,Jun,16,NY
North Carolina,2020-06-16T04:33:22Z,35.6301,-79.8064,45114,1140,8,29219,14755,37,430.1452963,638479,NA,2.526931773,6087.661007,NA,6/16/2020,Jun,16,NC
North Dakota,2020-06-16T04:33:22Z,47.5289,-99.784,3101,74,0,2683,344,38,406.9222714,87776,197,2.386326991,11518.22293,6.352789423,6/16/2020,Jun,16,ND
Ohio,2020-06-16T04:33:22Z,40.3888,-82.7649,41576,2575,16,NA,39001,39,355.681789,557168,6948,6.193477006,4766.5603,16.71156436,6/16/2020,Jun,16,OH
Oklahoma,2020-06-16T04:33:22Z,35.5653,-96.9289,8417,359,0,6628,1430,40,212.7132092,251004,1117,4.265177617,6343.33686,13.27076155,6/16/2020,Jun,16,OK
Oregon,2020-06-16T04:33:22Z,44.572,-122.0709,5820,180,7,2396,3244,41,137.9886892,173882,875,3.092783505,4122.637329,15.03436426,6/16/2020,Jun,16,OR
Pennsylvania,2020-06-16T04:33:22Z,40.5908,-77.2098,83589,6243,28,58549,18797,42,652.9376021,593030,NA,7.468686071,4632.327055,NA,6/16/2020,Jun,16,PA
Rhode Island,2020-06-16T04:33:22Z,41.6809,-71.5118,16093,851,18,1474,13768,44,1519.123321,200445,1882,5.288013422,18921.312,11.69452557,6/16/2020,Jun,16,RI
South Carolina,2020-06-16T04:33:22Z,33.8569,-80.945,19378,602,2,8682,10094,45,376.3658265,255557,1988,3.10661575,4963.511277,10.25905666,6/16/2020,Jun,16,SC
South Dakota,2020-06-16T04:33:22Z,44.2998,-99.4388,5928,75,0,4961,892,46,670.0887008,66395,544,1.265182186,7505.151703,9.176788124,6/16/2020,Jun,16,SD
Tennessee,2020-06-16T04:33:22Z,35.7478,-86.6923,31004,482,8,20062,10460,47,453.9934112,629978,2106,1.554638111,9224.805225,6.792671913,6/16/2020,Jun,16,TN
Texas,2020-06-16T04:33:22Z,31.0545,-97.5635,90211,2001,17,59089,29121,48,311.1166031,1314761,NA,2.218133044,4534.302648,NA,6/16/2020,Jun,16,TX
Utah,2020-06-16T04:33:22Z,40.15,-111.8624,14608,143,4,8380,6085,49,455.6516336,272938,1041,0.978915663,8513.461499,7.126232202,6/16/2020,Jun,16,UT
Vermont,2020-06-16T04:33:22Z,44.0459,-72.7107,1128,55,0,912,161,50,180.7724175,52557,NA,4.875886525,8422.744632,NA,6/16/2020,Jun,16,VT
Virginia,2020-06-16T04:33:22Z,37.7693,-78.17,54886,1552,6,7230,46104,51,643.0306113,478999,8132,2.82767919,5611.832157,14.81616441,6/16/2020,Jun,16,VA
Washington,2020-06-16T04:33:22Z,47.4009,-121.4905,26158,1220,3,NA,24938,53,343.5110644,462602,3856,4.663965135,6074.96389,14.74118816,6/16/2020,Jun,16,WA
West Virginia,2020-06-16T04:33:22Z,38.4912,-80.9545,2322,88,0,1585,649,54,129.5652645,131953,NA,3.789836348,7362.844677,NA,6/16/2020,Jun,16,WV
Wisconsin,2020-06-16T04:33:22Z,44.2685,-89.6165,22932,694,2,16837,5401,55,393.8559029,426379,3061,3.026338741,7323.037067,13.34815978,6/16/2020,Jun,16,WI
