state,last_update,lat,long,confirmed,deaths,new_deaths,recovered,active,fips,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,date,month_abbr,day,state_abbr
Maine,2020-05-03T02:32:33Z,44.6939,-69.3819,1153,56,1,689,408,23,98.21074168,20698,181,4.856895056,1763.023358,15.69817866,5/3/2020,May,3,ME
Maryland,2020-05-03T02:32:33Z,39.0639,-76.8021,24473,1251,171,1590,21632,24,411.7721784,125522,4910,5.111755813,2111.979217,20.06292649,5/3/2020,May,3,MD
Massachusetts,2020-05-03T02:32:33Z,42.2302,-71.5301,66263,3846,130,0,62417,25,965.4021142,298994,6378,5.804144092,4356.11789,9.625281077,5/3/2020,May,3,MA
Michigan,2020-05-03T02:32:33Z,43.3266,-84.5361,43207,4021,155,15659,23527,26,542.306959,201709,NA,9.306362395,2531.723897,NA,5/3/2020,May,3,MI
Minnesota,2020-05-03T02:32:33Z,45.6945,-93.9002,6232,394,24,2397,3441,27,125.9894478,79007,1159,6.322207959,1597.247802,18.59756098,5/3/2020,May,3,MN
Mississippi,2020-05-03T02:32:33Z,32.7416,-89.6787,7441,291,10,3413,3737,28,257.0110728,74475,1265,3.910764682,2572.355819,17.00040317,5/3/2020,May,3,MS
Missouri,2020-05-03T02:32:33Z,38.4561,-92.2884,8356,376,16,0,7980,29,142.6070953,82744,NA,4.499760651,1412.144745,NA,5/3/2020,May,3,MO
Montana,2020-05-03T02:32:33Z,46.9219,-110.4544,455,16,0,404,35,30,52.54120443,14635,61,3.516483516,1689.97918,13.40659341,5/3/2020,May,3,MT
Nebraska,2020-05-03T02:32:33Z,41.1254,-98.2681,5317,73,0,0,5244,31,348.5935623,29348,NA,1.372954674,1924.11583,NA,5/3/2020,May,3,NE
Nevada,2020-05-03T02:32:33Z,38.3135,-117.0554,5389,255,9,182,4952,32,178.6390877,44387,NA,4.731861199,1471.37747,NA,5/3/2020,May,3,NV
New Hampshire,2020-05-03T02:32:33Z,43.4525,-71.5639,2429,84,3,980,1365,33,182.8862446,24349,270,3.458213256,1833.304722,11.11568547,5/3/2020,May,3,NH
New Jersey,2020-05-03T02:32:33Z,40.2989,-74.521,123717,7742,204,15642,100333,34,1392.865949,262312,NA,6.257830371,2953.235632,NA,5/3/2020,May,3,NJ
New Mexico,2020-05-03T02:32:33Z,34.8405,-106.2485,3732,138,7,785,2809,35,223.8036669,71118,587,3.697749196,4264.863124,15.72883173,5/3/2020,May,3,NM
New York,2020-05-03T02:32:33Z,42.1657,-74.9481,312977,24198,159,57540,231239,36,1856.21574,959071,67890,7.731558549,5688.094288,21.6916898,5/3/2020,May,3,NY
North Carolina,2020-05-03T02:32:33Z,35.6301,-79.8064,11588,431,12,0,11157,37,116.8395448,139475,NA,3.71936486,1406.299232,NA,5/3/2020,May,3,NC
North Dakota,2020-05-03T02:32:33Z,47.5289,-99.784,1153,24,1,510,619,38,190.1328786,31547,90,2.081526453,5202.18727,7.805724198,5/3/2020,May,3,ND
Ohio,2020-05-03T02:32:33Z,40.3888,-82.7649,19335,1022,19,0,18313,39,173.0377864,145819,3712,5.285751228,1305.001137,19.19834497,5/3/2020,May,3,OH
Oklahoma,2020-05-03T02:32:33Z,35.5653,-96.9289,3851,238,8,2554,1059,40,105.2866416,63655,743,6.180212932,1740.332685,19.29368995,5/3/2020,May,3,OK
Oregon,2020-05-03T02:32:33Z,44.572,-122.0709,2635,109,5,0,2526,41,65.75870573,60136,595,4.136622391,1500.745931,22.58064516,5/3/2020,May,3,OR
Pennsylvania,2020-05-03T02:32:33Z,40.5908,-77.2098,50494,2695,60,0,47799,42,401.1440877,235376,NA,5.337267794,1869.919016,NA,5/3/2020,May,3,PA
Rhode Island,2020-05-03T02:32:33Z,41.6809,-71.5118,9289,296,17,531,8462,44,876.849346,69928,977,3.186564754,6600.96039,10.51781677,5/3/2020,May,3,RI
South Carolina,2020-05-03T02:32:33Z,33.8569,-80.945,6489,267,11,3622,2600,45,128.7506386,61616,1110,4.114655571,1222.545747,17.10587147,5/3/2020,May,3,SC
South Dakota,2020-05-03T02:32:33Z,44.2998,-99.4388,2588,21,0,1759,808,46,351.6820403,18091,187,0.811437403,2458.377044,7.225656878,5/3/2020,May,3,SD
Tennessee,2020-05-03T02:32:33Z,35.7478,-86.6923,12661,209,5,5718,6734,47,192.8581406,196276,1125,1.650738488,2989.765769,8.885554064,5/3/2020,May,3,TN
Texas,2020-05-03T02:32:33Z,31.0545,-97.5635,30917,863,23,14891,15163,48,134.5120318,380648,NA,2.791344568,1656.102981,NA,5/3/2020,May,3,TX
Utah,2020-05-03T02:32:33Z,40.15,-111.8624,4985,49,3,2185,2751,49,173.9429607,117804,418,0.982948847,4110.567009,8.385155466,5/3/2020,May,3,UT
Vermont,2020-05-03T02:32:33Z,44.0459,-72.7107,886,51,1,0,835,50,145.105316,16591,NA,5.756207675,2717.203496,NA,5/3/2020,May,3,VT
Virginia,2020-05-03T02:32:33Z,37.7693,-78.17,17738,617,36,2312,14809,51,224.3263444,113202,3738,3.478407938,1431.626499,21.07340174,5/3/2020,May,3,VA
Washington,2020-05-03T02:32:33Z,47.4009,-121.4905,15003,830,6,0,14173,53,198.730946,198724,NA,5.532226888,2632.314105,NA,5/3/2020,May,3,WA
West Virginia,2020-05-03T02:32:33Z,38.4912,-80.9545,1185,48,2,572,565,54,89.5692964,49146,NA,4.050632911,3714.744845,NA,5/3/2020,May,3,WV
Wisconsin,2020-05-03T02:32:33Z,44.2685,-89.6165,7660,334,7,3698,3628,55,148.0315953,83230,1591,4.360313316,1608.442516,20.77023499,5/3/2020,May,3,WI
Wyoming,2020-05-03T02:32:33Z,42.756,-107.3025,579,7,0,387,185,56,116.4427641,10029,58,1.208981002,2016.933473,10.01727116,5/3/2020,May,3,WY
Alabama,2020-05-04T02:32:32Z,32.3182,-86.9023,7888,290,2,0,7598,1,168.2271971,92500,1035,3.676470588,1972.745403,13.12119675,5/4/2020,May,4,AL
Alaska,2020-05-04T02:32:32Z,61.3707,-152.4044,368,9,0,262,97,2,61.56430207,21578,NA,2.445652174,3609.876386,NA,5/4/2020,May,4,AK
Arizona,2020-05-04T02:32:32Z,33.7298,-111.4312,8640,362,32,1597,6681,4,118.7022383,81119,1348,4.189814815,1114.468388,15.60185185,5/4/2020,May,4,AZ
Arkansas,2020-05-04T02:32:32Z,34.9697,-92.3731,3437,76,4,1999,1362,5,132.7525746,52890,427,2.211230724,2042.852392,12.42362525,5/4/2020,May,4,AR
California,2020-05-04T02:32:32Z,36.1162,-119.6816,54903,2216,36,0,52687,6,140.0278816,715751,NA,4.036209315,1825.493986,NA,5/4/2020,May,4,CA
Colorado,2020-05-04T02:32:32Z,39.0598,-105.3111,16635,842,10,2607,13186,8,293.551243,79906,2793,5.061617072,1410.069469,16.78990081,5/4/2020,May,4,CO
Connecticut,2020-05-04T02:32:32Z,41.5978,-72.7554,29287,2436,0,4346,22505,9,821.4485959,102493,7758,8.317683614,2874.747531,26.48956875,5/4/2020,May,4,CT
Delaware,2020-05-04T02:32:32Z,39.3185,-75.5071,5208,177,9,1640,3391,10,534.8318484,23737,NA,3.398617512,2437.654298,NA,5/4/2020,May,4,DE
District of Columbia,2020-05-04T02:32:32Z,38.8974,-77.0268,5016,251,11,666,4099,11,710.7342695,23102,NA,5.003987241,3273.401733,NA,5/4/2020,May,4,DC
Florida,2020-05-04T02:32:32Z,27.7663,-81.6868,36078,1379,15,0,34699,12,169.9179083,428189,6244,3.822273962,2016.657776,17.30694606,5/4/2020,May,4,FL
Georgia,2020-05-04T02:32:32Z,33.0406,-83.6431,28665,1184,7,0,27481,13,282.7092312,175096,5393,4.130472702,1726.888385,18.81388453,5/4/2020,May,4,GA
Hawaii,2020-05-04T02:32:32Z,21.0943,-157.4983,620,17,1,541,62,15,43.79192901,32950,72,2.741935484,2327.32913,11.61290323,5/4/2020,May,4,HI
Idaho,2020-05-04T02:32:32Z,44.2405,-114.4788,2061,64,0,1267,730,16,127.9729177,29807,200,3.105288695,1850.795127,9.704027171,5/4/2020,May,4,ID
Illinois,2020-05-04T02:32:32Z,40.3495,-88.9861,61499,2618,59,0,58881,17,524.0356033,319313,NA,4.256979788,2720.879699,NA,5/4/2020,May,4,IL
Indiana,2020-05-04T02:32:32Z,39.8494,-86.2583,19933,1132,17,0,18801,18,304.5999125,108859,NA,5.679024733,1663.494801,NA,5/4/2020,May,4,IN
Iowa,2020-05-04T02:32:32Z,42.0115,-93.2105,9175,184,9,3325,5666,19,350.0955656,53186,NA,2.005449591,2029.447711,NA,5/4/2020,May,4,IA
Kansas,2020-05-04T02:32:32Z,38.5266,-96.7265,5156,144,2,286,4726,20,211.4425004,36778,547,2.792862684,1508.22969,10.60899922,5/4/2020,May,4,KS
Kentucky,2020-05-04T02:32:32Z,37.6681,-84.6701,5130,253,5,1752,3125,21,149.8552714,57649,1411,4.931773879,1684.016869,27.50487329,5/4/2020,May,4,KY
Louisiana,2020-05-04T02:32:32Z,31.1695,-91.8678,29340,2012,19,17303,10025,22,638.205403,176160,NA,6.857532379,3831.842665,NA,5/4/2020,May,4,LA
Maine,2020-05-04T02:32:32Z,44.6939,-69.3819,1185,57,1,706,422,23,100.9364518,20731,183,4.810126582,1765.834246,15.44303797,5/4/2020,May,4,ME
Maryland,2020-05-04T02:32:32Z,39.0639,-76.8021,25462,1281,30,1666,22515,24,428.4126673,132794,5051,5.031026628,2234.334763,19.83740476,5/4/2020,May,4,MD
Massachusetts,2020-05-04T02:32:32Z,42.2302,-71.5301,68087,4004,158,0,64083,25,991.9764235,314646,6507,5.880711443,4584.155767,9.556890449,5/4/2020,May,4,MA
Michigan,2020-05-04T02:32:32Z,43.3266,-84.5361,43801,4053,32,15659,24089,26,549.7624716,212532,NA,9.253213397,2667.567353,NA,5/4/2020,May,4,MI
Minnesota,2020-05-04T02:32:32Z,45.6945,-93.9002,6663,418,24,3015,3230,27,134.7027745,82632,1199,6.273450398,1670.532742,17.99489719,5/4/2020,May,4,MN
Mississippi,2020-05-04T02:32:32Z,32.7416,-89.6787,7550,303,12,3413,3834,28,260.7759172,77593,1298,4.013245033,2680.051091,17.19205298,5/4/2020,May,4,MS
Missouri,2020-05-04T02:32:32Z,38.4561,-92.2884,8618,381,5,0,8237,29,147.0785001,82976,NA,4.420979346,1416.104157,NA,5/4/2020,May,4,MO
Montana,2020-05-04T02:32:32Z,46.9219,-110.4544,455,16,0,404,35,30,52.54120443,15007,61,3.516483516,1732.935945,13.40659341,5/4/2020,May,4,MT
Nebraska,2020-05-04T02:32:32Z,41.1254,-98.2681,5661,78,5,0,5583,31,371.1469167,31262,NA,1.377848437,2049.601645,NA,5/4/2020,May,4,NE
Nevada,2020-05-04T02:32:32Z,38.3135,-117.0554,5472,258,3,182,5032,32,181.3904413,45269,NA,4.714912281,1500.614745,NA,5/4/2020,May,4,NV
New Hampshire,2020-05-04T02:32:32Z,43.4525,-71.5639,2518,86,2,1107,1325,33,189.587305,28393,277,3.415409055,2137.788861,11.00079428,5/4/2020,May,4,NH
New Jersey,2020-05-04T02:32:32Z,40.2989,-74.521,126744,7871,129,15642,103231,34,1426.945382,275066,NA,6.210155905,3096.826346,NA,5/4/2020,May,4,NJ
New Mexico,2020-05-04T02:32:32Z,34.8405,-106.2485,3850,151,13,812,2887,35,230.8799886,74944,587,3.922077922,4494.303861,15.24675325,5/4/2020,May,4,NM
New York,2020-05-04T02:32:32Z,42.1657,-74.9481,316415,24708,510,58950,232757,36,1876.60596,985911,68736,7.808732203,5847.277968,21.72336963,5/4/2020,May,4,NY
North Carolina,2020-05-04T02:32:32Z,35.6301,-79.8064,11770,434,3,0,11336,37,118.6746153,143835,NA,3.687340697,1450.260262,NA,5/4/2020,May,4,NC
North Dakota,2020-05-04T02:32:32Z,47.5289,-99.784,1191,25,1,517,649,38,196.3991834,33353,90,2.099076406,5500.001649,7.556675063,5/4/2020,May,4,ND
Ohio,2020-05-04T02:32:32Z,40.3888,-82.7649,19914,1039,17,0,18875,39,178.2195231,150166,3769,5.21743497,1343.904434,18.92638345,5/4/2020,May,4,OH
Oklahoma,2020-05-04T02:32:32Z,35.5653,-96.9289,3972,238,0,2635,1099,40,108.5947911,63776,743,5.991943605,1743.640834,18.70594159,5/4/2020,May,4,OK
Oregon,2020-05-04T02:32:32Z,44.572,-122.0709,2680,109,0,860,1711,41,66.88171968,62054,598,4.067164179,1548.611281,22.31343284,5/4/2020,May,4,OR
Pennsylvania,2020-05-04T02:32:32Z,40.5908,-77.2098,51225,2720,25,0,48505,42,406.9514376,240641,NA,5.309907272,1911.746235,NA,5/4/2020,May,4,PA
Rhode Island,2020-05-04T02:32:32Z,41.6809,-71.5118,9477,320,24,565,8592,44,894.5958932,71927,1013,3.376595969,6789.659049,10.68903661,5/4/2020,May,4,RI
South Carolina,2020-05-04T02:32:32Z,33.8569,-80.945,6626,275,8,3622,2729,45,131.4689061,64188,1110,4.150316933,1273.577746,16.75218835,5/4/2020,May,4,SC
South Dakota,2020-05-04T02:32:32Z,44.2998,-99.4388,2631,21,0,1799,811,46,357.525289,18417,197,0.798175599,2502.677023,7.487647282,5/4/2020,May,4,SD
Tennessee,2020-05-04T02:32:32Z,35.7478,-86.6923,13177,210,1,5814,7153,47,200.7180885,204607,1135,1.593685968,3116.66737,8.613493208,5/4/2020,May,4,TN
Texas,2020-05-04T02:32:32Z,31.0545,-97.5635,31998,878,15,15544,15576,48,139.2151888,390560,NA,2.743921495,1699.227582,NA,5/4/2020,May,4,TX
Utah,2020-05-04T02:32:32Z,40.15,-111.8624,5175,50,1,2238,2887,49,180.5726823,122102,436,0.966183575,4260.538292,8.425120773,5/4/2020,May,4,UT
Vermont,2020-05-04T02:32:32Z,44.0459,-72.7107,897,53,2,0,844,50,146.9068493,16954,NA,5.908584169,2776.654094,NA,5/4/2020,May,4,VT
Virginia,2020-05-04T02:32:32Z,37.7693,-78.17,18672,660,43,2497,15515,51,236.138319,108002,3910,3.53470437,1365.863899,20.94044559,5/4/2020,May,4,VA
Washington,2020-05-04T02:32:32Z,47.4009,-121.4905,15185,834,4,0,14351,53,201.1417327,207315,NA,5.492262101,2746.111183,NA,5/4/2020,May,4,WA
West Virginia,2020-05-04T02:32:32Z,38.4912,-80.9545,1195,48,0,611,536,54,90.32515544,51638,NA,4.016736402,3903.104918,NA,5/4/2020,May,4,WV
Wisconsin,2020-05-04T02:32:32Z,44.2685,-89.6165,7964,339,5,3723,3902,55,153.9064784,85961,1608,4.256654947,1661.219838,20.19085886,5/4/2020,May,4,WI
Wyoming,2020-05-04T02:32:32Z,42.756,-107.3025,586,7,0,391,188,56,117.850535,10219,60,1.194539249,2055.144397,10.23890785,5/4/2020,May,4,WY
Alabama,2020-05-05T02:32:38Z,32.3182,-86.9023,8112,298,8,0,7814,1,173.0044401,103117,1064,3.67357002,2199.173921,13.11637081,5/5/2020,May,5,AL
Alaska,2020-05-05T02:32:38Z,61.3707,-152.4044,370,9,0,263,98,2,61.89889067,21723,NA,2.432432432,3634.13406,NA,5/5/2020,May,5,AK
Arizona,2020-05-05T02:32:38Z,33.7298,-111.4312,8924,362,0,1632,6930,4,122.6040249,85253,1357,4.056476916,1171.264112,15.20618557,5/5/2020,May,5,AZ
Arkansas,2020-05-05T02:32:38Z,34.9697,-92.3731,3491,80,4,2016,1395,5,134.8383003,54442,438,2.291606989,2102.797692,12.54654827,5/5/2020,May,5,AR
California,2020-05-05T02:32:38Z,36.1162,-119.6816,55884,2278,62,0,53606,6,142.5298825,747874,NA,4.076300909,1907.422398,NA,5/5/2020,May,5,CA
Colorado,2020-05-05T02:32:38Z,39.0598,-105.3111,16918,851,9,2650,13417,8,298.5452317,83090,2799,5.030145407,1466.256254,16.54450881,5/5/2020,May,5,CO
Connecticut,2020-05-05T02:32:38Z,41.5978,-72.7554,29973,2556,120,4346,23071,9,840.6896836,102493,7758,8.527674907,2874.747531,25.88329497,5/5/2020,May,5,CT
Delaware,2020-05-05T02:32:38Z,39.3185,-75.5071,5288,182,5,1716,3390,10,543.0473914,24110,NA,3.441754917,2475.959267,NA,5/5/2020,May,5,DE
District of Columbia,2020-05-05T02:32:38Z,38.8974,-77.0268,5170,258,7,666,4246,11,732.5550585,23795,NA,4.99032882,3371.595284,NA,5/5/2020,May,5,DC
Florida,2020-05-05T02:32:38Z,27.7663,-81.6868,36897,1399,20,0,35498,12,173.7751833,444270,6329,3.791636176,2092.395064,17.15315608,5/5/2020,May,5,FL
Georgia,2020-05-05T02:32:38Z,33.0406,-83.6431,29451,1246,62,0,28205,13,290.4611745,183325,5526,4.230756171,1808.047089,18.76336966,5/5/2020,May,5,GA
Hawaii,2020-05-05T02:32:38Z,21.0943,-157.4983,621,17,0,544,60,15,43.86256115,33866,73,2.737520129,2392.028174,11.75523349,5/5/2020,May,5,HI
Idaho,2020-05-05T02:32:38Z,44.2405,-114.4788,2106,64,0,1267,775,16,130.7670862,29807,200,3.038936372,1850.795127,9.496676163,5/5/2020,May,5,ID
Illinois,2020-05-05T02:32:38Z,40.3495,-88.9861,63777,2659,41,0,61118,17,543.4465385,333147,NA,4.169214607,2838.759803,NA,5/5/2020,May,5,IL
Indiana,2020-05-05T02:32:38Z,39.8494,-86.2583,20507,1151,19,0,19356,18,313.3713142,113297,NA,5.612717609,1731.312712,NA,5/5/2020,May,5,IN
Iowa,2020-05-05T02:32:38Z,42.0115,-93.2105,9703,188,4,3486,6029,19,370.2427545,57161,NA,1.937545089,2181.123992,NA,5/5/2020,May,5,IA
Kansas,2020-05-05T02:32:38Z,38.5266,-96.7265,5383,156,12,291,4936,20,220.7515477,38603,553,2.898012261,1583.071149,10.27308192,5/5/2020,May,5,KS
Kentucky,2020-05-05T02:32:38Z,37.6681,-84.6701,5245,261,8,1892,3092,21,153.2146001,58409,1519,4.976167779,1706.21765,28.96091516,5/5/2020,May,5,KY
Louisiana,2020-05-05T02:32:38Z,31.1695,-91.8678,29673,2064,52,20316,7293,22,645.4488385,180931,NA,6.955818421,3935.621737,NA,5/5/2020,May,5,LA
Maine,2020-05-05T02:32:38Z,44.6939,-69.3819,1205,57,0,720,428,23,102.6400206,20751,186,4.730290456,1767.537815,15.43568465,5/5/2020,May,5,ME
Maryland,2020-05-05T02:32:38Z,39.0639,-76.8021,26408,1317,36,1695,23396,24,444.3296567,136995,5199,4.987125114,2305.018983,19.687216,5/5/2020,May,5,MD
Massachusetts,2020-05-05T02:32:38Z,42.2302,-71.5301,69087,4090,86,0,64997,25,1006.545672,324268,6622,5.920071794,4724.341077,9.585015994,5/5/2020,May,5,MA
Michigan,2020-05-05T02:32:38Z,43.3266,-84.5361,43990,4139,86,15659,24192,26,552.1346802,222193,NA,9.408956581,2788.826119,NA,5/5/2020,May,5,MI
Minnesota,2020-05-05T02:32:38Z,45.6945,-93.9002,7234,427,9,4212,2595,27,146.2464161,85941,1271,5.90268178,1737.429257,17.56980923,5/5/2020,May,5,MN
Mississippi,2020-05-05T02:32:38Z,32.7416,-89.6787,7877,310,7,4421,3146,28,272.0704503,79677,1316,3.935508442,2752.032152,16.7068681,5/5/2020,May,5,MS
Missouri,2020-05-05T02:32:38Z,38.4561,-92.2884,8946,386,5,0,8560,29,152.6762894,91451,NA,4.314777554,1560.742158,NA,5/5/2020,May,5,MO
Montana,2020-05-05T02:32:38Z,46.9219,-110.4544,457,16,0,404,37,30,52.77215478,15088,62,3.501094092,1742.289434,13.56673961,5/5/2020,May,5,MT
Nebraska,2020-05-05T02:32:38Z,41.1254,-98.2681,6037,78,0,0,5959,31,395.7982576,33754,NA,1.292032466,2212.98234,NA,5/5/2020,May,5,NE
Nevada,2020-05-05T02:32:38Z,38.3135,-117.0554,5630,265,7,185,5180,32,186.6279577,46166,NA,4.706927176,1530.349253,NA,5/5/2020,May,5,NV
New Hampshire,2020-05-05T02:32:38Z,43.4525,-71.5639,2588,86,0,1017,1485,33,194.857802,26870,286,3.323029366,2023.117906,11.05100464,5/5/2020,May,5,NH
New Jersey,2020-05-05T02:32:38Z,40.2989,-74.521,128269,7910,39,15642,104717,34,1444.114571,277220,NA,6.166727736,3121.077122,NA,5/5/2020,May,5,NJ
New Mexico,2020-05-05T02:32:38Z,34.8405,-106.2485,4031,156,5,832,3043,35,241.7343465,77977,587,3.870007442,4676.189317,14.56214339,5/5/2020,May,5,NM
New York,2020-05-05T02:32:38Z,42.1657,-74.9481,318953,24999,291,58950,235004,36,1891.658425,1007310,69331,7.837831906,5974.19196,21.73705844,5/5/2020,May,5,NY
North Carolina,2020-05-05T02:32:38Z,35.6301,-79.8064,11971,442,8,0,11529,37,120.7012591,146439,NA,3.692256286,1476.515887,NA,5/5/2020,May,5,NC
North Dakota,2020-05-05T02:32:38Z,47.5289,-99.784,1225,25,0,540,660,38,202.0058771,34754,94,2.040816327,5731.030411,7.673469388,5/5/2020,May,5,ND
Ohio,2020-05-05T02:32:38Z,40.3888,-82.7649,20474,1057,18,0,19417,39,183.23122,155155,3809,5.162645306,1388.553284,18.60408323,5/5/2020,May,5,OH
Oklahoma,2020-05-05T02:32:38Z,35.5653,-96.9289,4044,238,0,2682,1124,40,110.5632767,63848,753,5.885262117,1745.60932,18.62017804,5/5/2020,May,5,OK
Oregon,2020-05-05T02:32:38Z,44.572,-122.0709,2759,109,0,860,1790,41,68.85323306,63457,608,3.950706778,1583.62436,22.03696992,5/5/2020,May,5,OR
Pennsylvania,2020-05-05T02:32:38Z,40.5908,-77.2098,52816,2838,118,0,49978,42,419.590964,245590,NA,5.373371706,1951.063027,NA,5/5/2020,May,5,PA
Rhode Island,2020-05-05T02:32:38Z,41.6809,-71.5118,9652,341,21,601,8710,44,911.1152855,74136,1061,3.53294654,6998.180979,10.99254041,5/5/2020,May,5,RI
South Carolina,2020-05-05T02:32:38Z,33.8569,-80.945,6757,283,8,3622,2852,45,134.0681253,64188,1110,4.188249223,1273.577746,16.42740861,5/5/2020,May,5,SC
South Dakota,2020-05-05T02:32:38Z,44.2998,-99.4388,2668,21,0,1830,817,46,362.5532007,18713,211,0.787106447,2542.900317,7.908545727,5/5/2020,May,5,SD
Tennessee,2020-05-05T02:32:38Z,35.7478,-86.6923,13571,219,9,6081,7271,47,206.7196766,211443,1143,1.613735171,3220.796447,8.422371233,5/5/2020,May,5,TN
Texas,2020-05-05T02:32:38Z,31.0545,-97.5635,32783,901,23,16090,15792,48,142.6305249,407398,NA,2.748375683,1772.485452,NA,5/5/2020,May,5,TX
Utah,2020-05-05T02:32:38Z,40.15,-111.8624,5317,50,0,2342,2925,49,185.527527,124661,441,0.940379913,4349.830174,8.294150837,5/5/2020,May,5,UT
Vermont,2020-05-05T02:32:38Z,44.0459,-72.7107,902,52,-1,0,850,50,147.725728,17332,NA,5.764966741,2838.561328,NA,5/5/2020,May,5,VT
Virginia,2020-05-05T02:32:38Z,37.7693,-78.17,19493,684,24,2547,16262,51,246.5212217,112293,4010,3.508951931,1420.130691,20.5714872,5/5/2020,May,5,VA
Washington,2020-05-05T02:32:38Z,47.4009,-121.4905,15462,841,7,0,14621,53,204.810897,212005,NA,5.43914112,2808.2353,NA,5/5/2020,May,5,WA
West Virginia,2020-05-05T02:32:38Z,38.4912,-80.9545,1224,48,0,611,565,54,92.51714666,53239,NA,3.921568627,4024.11795,NA,5/5/2020,May,5,WV
Wisconsin,2020-05-05T02:32:38Z,44.2685,-89.6165,8236,340,1,3973,3923,55,159.1629528,88703,1621,4.128217581,1714.209738,19.68188441,5/5/2020,May,5,WI
Wyoming,2020-05-05T02:32:38Z,42.756,-107.3025,596,7,0,391,198,56,119.8616362,10454,60,1.174496644,2102.405277,10.06711409,5/5/2020,May,5,WY
Alabama,2020-05-06T02:32:35Z,32.3182,-86.9023,8437,315,17,NA,8122,1,179.9357077,106766,1107,3.733554581,2276.996061,13.12077753,5/6/2020,May,6,AL
Alaska,2020-05-06T02:32:35Z,61.3707,-152.4044,371,9,0,277,85,2,62.06618497,22692,NA,2.425876011,3796.242235,NA,5/6/2020,May,6,AK
Arizona,2020-05-06T02:32:35Z,33.7298,-111.4312,9305,395,33,1671,7239,4,127.8384638,88260,1397,4.245029554,1212.576337,15.01343364,5/6/2020,May,6,AZ
Arkansas,2020-05-06T02:32:35Z,34.9697,-92.3731,3525,83,3,2041,1401,5,136.1515349,54635,453,2.354609929,2110.25223,12.85106383,5/6/2020,May,6,AR
California,2020-05-06T02:32:35Z,36.1162,-119.6816,58456,2381,103,NA,56075,6,149.0896645,779902,NA,4.073149035,1989.108517,NA,5/6/2020,May,6,CA
Colorado,2020-05-06T02:32:35Z,39.0598,-105.3111,17367,903,52,2743,13721,8,306.4685565,85004,2838,5.199516324,1500.031852,16.34133702,5/6/2020,May,6,CO
Connecticut,2020-05-06T02:32:35Z,41.5978,-72.7554,30621,2633,77,4346,23642,9,858.8649385,108643,7758,8.598674113,3047.244163,25.33555403,5/6/2020,May,6,CT
Delaware,2020-05-06T02:32:35Z,39.3185,-75.5071,5371,187,5,1847,3337,10,551.5710172,24680,NA,3.481660771,2534.495011,NA,5/6/2020,May,6,DE
District of Columbia,2020-05-06T02:32:35Z,38.8974,-77.0268,5322,264,6,667,4391,11,754.0924606,24329,NA,4.96054115,3447.259578,NA,5/6/2020,May,6,DC
Florida,2020-05-06T02:32:35Z,27.7663,-81.6868,37439,1471,72,NA,35968,12,176.327861,465691,6546,3.929057934,2193.282351,17.48444136,5/6/2020,May,6,FL
Georgia,2020-05-06T02:32:35Z,33.0406,-83.6431,29998,1299,53,NA,28699,13,295.8559748,200883,5634,4.330288686,1981.213274,18.78125208,5/6/2020,May,6,GA
Hawaii,2020-05-06T02:32:35Z,21.0943,-157.4983,625,17,0,548,60,15,44.14508972,33999,73,2.72,2401.422249,11.68,5/6/2020,May,6,HI
Idaho,2020-05-06T02:32:35Z,44.2405,-114.4788,2127,65,1,1358,704,16,132.0710315,30308,201,3.055947344,1881.903537,9.449929478,5/6/2020,May,6,ID
Illinois,2020-05-06T02:32:35Z,40.3495,-88.9861,65889,2834,175,NA,63055,17,561.4429806,346286,NA,4.301173185,2950.717783,NA,5/6/2020,May,6,IL
Indiana,2020-05-06T02:32:35Z,39.8494,-86.2583,21033,1211,60,NA,19822,18,321.4092189,115834,NA,5.75761898,1770.081085,NA,5/6/2020,May,6,IN
Iowa,2020-05-06T02:32:35Z,42.0115,-93.2105,10111,207,19,3572,6332,19,385.8110369,60569,NA,2.047275245,2311.164939,NA,5/6/2020,May,6,IA
Kansas,2020-05-06T02:32:35Z,38.5266,-96.7265,5648,161,5,296,5191,20,231.6189376,40092,566,2.850566572,1644.133578,10.02124646,5/6/2020,May,6,KS
Kentucky,2020-05-06T02:32:35Z,37.6681,-84.6701,5822,275,14,1892,3655,21,170.0696666,60047,1529,4.723462728,1754.066175,26.26245277,5/6/2020,May,6,KY
Louisiana,2020-05-06T02:32:35Z,31.1695,-91.8678,29996,2115,51,20316,7565,22,652.4747535,188231,NA,7.050940125,4094.411766,NA,5/6/2020,May,6,LA
Maine,2020-05-06T02:32:35Z,44.6939,-69.3819,1226,61,4,741,424,23,104.4287678,20772,187,4.975530179,1769.326562,15.25285481,5/6/2020,May,6,ME
Maryland,2020-05-06T02:32:35Z,39.0639,-76.8021,27117,1390,73,1810,23917,24,456.2589859,140103,5337,5.12593576,2357.312855,19.68138068,5/6/2020,May,6,MD
Massachusetts,2020-05-06T02:32:35Z,42.2302,-71.5301,70271,4212,122,NA,66059,25,1023.795662,333349,6831,5.993937755,4856.644422,9.720937513,5/6/2020,May,6,MA
Michigan,2020-05-06T02:32:35Z,43.3266,-84.5361,44451,4183,44,15659,24609,26,557.9208609,222836,NA,9.410361972,2796.896649,NA,5/6/2020,May,6,MI
