month,year,date,sp_composite,dividend,earnings,cpi,lg_int_rate,real_price,real_div,real_earn,cyclic_adj,nom_home
1,1992,1/31/1992,416.08,12.24,16.05,138.1,7.03,784.74,23.09,30.26,19.77,75.69
2,1992,2/29/1992,412.56,12.28,16.12,138.6,7.34,775.29,23.08,30.3,19.58,75.65
3,1992,3/31/1992,407.36,12.32,16.19,139.3,7.54,761.68,23.04,30.27,19.28,75.81
4,1992,4/30/1992,407.41,12.32,16.48,139.5,7.48,760.68,23,30.78,19.3,76.08
5,1992,5/31/1992,414.81,12.32,16.77,139.7,7.39,773.38,22.97,31.26,19.66,76.4
6,1992,6/30/1992,408.27,12.32,17.05,140.2,7.26,758.48,22.89,31.68,19.32,76.6
7,1992,7/31/1992,415.05,12.34,17.38,140.5,6.84,769.43,22.88,32.22,19.62,76.71
8,1992,8/31/1992,417.93,12.37,17.71,140.9,6.59,772.57,22.86,32.74,19.72,76.73
9,1992,9/30/1992,418.48,12.4,18.04,141.3,6.42,771.39,22.86,33.25,19.71,76.63
10,1992,10/31/1992,412.5,12.39,18.39,141.8,6.59,757.69,22.75,33.78,19.37,76.6
11,1992,11/30/1992,422.84,12.38,18.74,142,6.87,775.59,22.71,34.37,19.83,76.58
12,1992,12/31/1992,435.64,12.39,19.09,141.9,6.77,799.63,22.74,35.04,20.45,76.47
13,1993,1/31/1993,435.23,12.41,19.34,142.6,6.6,794.95,22.67,35.32,20.32,76.4
14,1993,2/28/1993,441.7,12.45,19.59,143.1,6.26,803.95,22.65,35.66,20.55,76.33
15,1993,3/31/1993,450.16,12.48,19.84,143.6,5.98,816.50,22.64,35.99,20.86,76.38
16,1993,4/30/1993,443.08,12.49,19.67,144,5.97,801.42,22.6,35.58,20.46,76.66
17,1993,5/31/1993,445.25,12.51,19.5,144.2,6.04,804.23,22.59,35.22,20.52,77.03
18,1993,6/30/1993,448.06,12.52,19.33,144.4,5.96,808.19,22.58,34.87,20.61,77.52
19,1993,7/31/1993,447.29,12.52,19.69,144.4,5.81,806.80,22.58,35.52,20.56,77.88
20,1993,8/31/1993,454.13,12.52,20.05,144.8,5.68,816.87,22.52,36.07,20.81,78.13
21,1993,9/30/1993,459.24,12.52,20.41,145.1,5.36,824.36,22.47,36.64,20.99,78.2
22,1993,10/31/1993,463.9,12.54,20.9,145.7,5.33,829.29,22.42,37.36,21.11,78.18
23,1993,11/30/1993,462.89,12.56,21.39,145.8,5.72,826.92,22.44,38.21,21.04,78.18
24,1993,12/31/1993,465.95,12.58,21.89,145.8,5.77,832.39,22.47,39.1,21.16,78.12
25,1994,1/31/1994,472.99,12.62,22.16,146.2,5.75,842.65,22.49,39.47,21.41,78.2
26,1994,2/28/1994,471.58,12.67,22.43,146.7,5.97,837.27,22.49,39.83,21.26,78.21
27,1994,3/31/1994,463.81,12.71,22.71,147.2,6.48,820.68,22.49,40.18,20.83,78.35
28,1994,4/30/1994,447.23,12.75,23.54,147.4,6.97,790.27,22.54,41.6,20.06,78.71
29,1994,5/31/1994,450.9,12.8,24.37,147.5,7.18,796.22,22.6,43.03,20.2,79.22
30,1994,6/30/1994,454.83,12.84,25.2,148,7.1,800.44,22.6,44.35,20.29,79.71
31,1994,7/31/1994,451.4,12.87,25.91,148.4,7.3,792.26,22.59,45.48,20.07,80.07
32,1994,8/31/1994,464.24,12.9,26.62,149,7.24,811.52,22.55,46.53,20.54,80.32
33,1994,9/30/1994,466.96,12.92,27.33,149.4,7.46,814.09,22.52,47.65,20.58,80.35
34,1994,10/31/1994,463.81,13.01,28.42,149.5,7.74,808.06,22.67,49.51,20.4,80.31
35,1994,11/30/1994,461.01,13.1,29.51,149.7,7.96,802.11,22.79,51.34,20.21,80.17
36,1994,12/31/1994,455.19,13.17,30.6,149.7,7.81,791.98,22.91,53.24,19.91,80.08
37,1995,1/31/1995,465.25,13.18,31.25,150.3,7.78,806.25,22.84,54.15,20.22,80.04
38,1995,2/28/1995,481.92,13.18,31.9,150.9,7.47,831.82,22.75,55.06,20.8,80
39,1995,3/31/1995,493.15,13.17,32.55,151.4,7.2,848.39,22.66,56,21.15,80.09
40,1995,4/30/1995,507.91,13.24,33.18,151.9,7.06,870.91,22.71,56.89,21.64,80.39
41,1995,5/31/1995,523.81,13.31,33.8,152.2,6.63,896.40,22.77,57.85,22.2,80.71
42,1995,6/30/1995,539.35,13.36,34.43,152.5,6.17,921.18,22.82,58.8,22.72,81.08
43,1995,7/31/1995,557.37,13.44,34.68,152.5,6.28,951.96,22.95,59.23,23.38,81.43
44,1995,8/31/1995,559.11,13.51,34.93,152.9,6.49,952.43,23.01,59.5,23.28,81.67
45,1995,9/30/1995,578.77,13.58,35.18,153.2,6.2,983.99,23.09,59.81,23.95,81.75
46,1995,10/31/1995,582.92,13.65,34.77,153.7,6.04,987.82,23.13,58.93,23.93,81.74
47,1995,11/30/1995,595.53,13.72,34.37,153.6,5.93,1009.85,23.27,58.28,24.35,81.65
48,1995,12/31/1995,614.57,13.79,33.96,153.5,5.71,1042.81,23.4,57.62,25.03,81.53
49,1996,1/31/1996,614.42,13.89,33.99,154.4,5.65,1036.48,23.44,57.33,24.76,81.45
50,1996,2/29/1996,649.54,14,34.01,154.9,5.81,1092.19,23.54,57.19,25.98,81.42
51,1996,3/31/1996,647.07,14.1,34.04,155.7,6.27,1082.44,23.59,56.94,25.63,81.69
52,1996,4/30/1996,647.17,14.16,34.33,156.3,6.51,1078.46,23.59,57.21,25.42,82.14
53,1996,5/31/1996,661.23,14.21,34.62,156.6,6.74,1099.77,23.64,57.58,25.81,82.62
54,1996,6/30/1996,668.5,14.27,34.91,156.7,6.91,1111.16,23.72,58.03,25.97,83.07
55,1996,7/31/1996,644.07,14.4,35.27,157,6.87,1068.50,23.89,58.52,24.86,83.44
56,1996,8/31/1996,662.68,14.53,35.64,157.3,6.64,1097.28,24.06,59.01,25.41,83.67
57,1996,9/30/1996,674.88,14.66,36,157.8,6.83,1113.94,24.2,59.42,25.68,83.73
58,1996,10/31/1996,701.46,14.74,36.91,158.3,6.53,1154.16,24.25,60.73,26.48,83.65
59,1996,11/30/1996,735.67,14.82,37.82,158.6,6.2,1208.15,24.34,62.11,27.59,83.58
60,1996,12/31/1996,743.25,14.9,38.73,158.6,6.3,1220.60,24.47,63.6,27.72,83.51
61,1997,1/31/1997,766.22,14.95,39.23,159.1,6.58,1254.37,24.48,64.23,28.33,83.55
62,1997,2/28/1997,798.39,15.01,39.74,159.6,6.42,1302.94,24.49,64.85,29.27,83.62
63,1997,3/31/1997,792.16,15.06,40.24,160,6.69,1289.54,24.52,65.51,28.8,83.93
64,1997,4/30/1997,763.93,15.09,40.34,160.2,6.89,1242.03,24.54,65.59,27.59,84.35
65,1997,5/31/1997,833.09,15.13,40.45,160.1,6.71,1355.32,24.61,65.8,29.93,84.89
66,1997,6/30/1997,876.29,15.16,40.55,160.3,6.49,1423.83,24.63,65.89,31.26,85.43
67,1997,7/31/1997,925.29,15.22,40.58,160.5,6.22,1501.57,24.69,65.85,32.77,85.87
68,1997,8/31/1997,927.24,15.27,40.61,160.8,6.3,1501.93,24.74,65.78,32.59,86.18
69,1997,9/30/1997,937.02,15.33,40.64,161.2,6.21,1514.00,24.77,65.66,32.67,86.34
70,1997,10/31/1997,951.16,15.39,40.33,161.6,6.03,1533.05,24.8,65.01,32.9,86.44
71,1997,11/30/1997,938.92,15.44,40.03,161.5,5.88,1514.25,24.91,64.55,32.34,86.66
72,1997,12/31/1997,962.37,15.5,39.72,161.3,5.81,1554.00,25.03,64.14,33.03,86.88
73,1998,1/31/1998,963.36,15.55,39.66,161.6,5.54,1552.71,25.06,63.92,32.86,87.19
74,1998,2/28/1998,"1,023.74",15.6,39.6,161.9,5.57,1646.97,25.1,63.71,34.71,87.4
75,1998,3/31/1998,"1,076.83",15.64,39.54,162.2,5.65,1729.18,25.11,63.49,36.3,87.91
76,1998,4/30/1998,"1,112.20",15.75,39.35,162.5,5.64,1782.68,25.24,63.07,37.28,88.59
77,1998,5/31/1998,"1,108.42",15.85,39.16,162.8,5.65,1773.34,25.36,62.65,36.96,89.4
78,1998,6/30/1998,"1,108.39",15.95,38.97,163,5.5,1771.12,25.49,62.27,36.8,90.22
79,1998,7/31/1998,"1,156.58",16.02,38.68,163.2,5.46,1845.86,25.56,61.73,38.26,90.89
80,1998,8/31/1998,"1,074.62",16.08,38.38,163.4,5.34,1712.95,25.64,61.18,35.42,91.43
